variabel	grunnkrets	ar	befolkning	grunnkrets_kode	admin_sone
Personer	11490802 Visnes	2008	689	8	4
Personer	11490802 Visnes	2009	669	8	4
Personer	11490802 Visnes	2010	678	8	4
Personer	11490802 Visnes	2011	681	8	4
Personer	11490802 Visnes	2012	656	8	4
Personer	11490802 Visnes	2013	661	8	4
Personer	11490802 Visnes	2014	659	8	4
Personer	11490802 Visnes	2015	650	8	4
Personer	11490802 Visnes	2016	647	8	4
Personer	11490802 Visnes	2017	647	8	4
Personer	11490802 Visnes	2018	640	8	4
Personer	11490802 Visnes	2019	626	8	4
Personer	11490802 Visnes	2020	632	8	4
Personer	11490802 Visnes	2021	633	8	4
Personer	11490802 Visnes	2022	629	8	4
Personer	11490802 Visnes	2023	610	8	4
Personer	11490803 Skeie	2000	340	8	4
Personer	11490803 Skeie	2001	337	8	4
Personer	11490803 Skeie	2002	336	8	4
Personer	11490803 Skeie	2003	327	8	4
Personer	11490803 Skeie	2004	329	8	4
Personer	11490803 Skeie	2005	331	8	4
Personer	11490803 Skeie	2006	335	8	4
Personer	11490803 Skeie	2007	344	8	4
Personer	11490803 Skeie	2008	341	8	4
Personer	11490803 Skeie	2009	332	8	4
Personer	11490803 Skeie	2010	346	8	4
Personer	11490803 Skeie	2011	348	8	4
Personer	11490803 Skeie	2012	349	8	4
Personer	11490803 Skeie	2013	358	8	4
Personer	11490803 Skeie	2014	368	8	4
Personer	11490803 Skeie	2015	356	8	4
Personer	11490803 Skeie	2016	353	8	4
Personer	11490803 Skeie	2017	365	8	4
Personer	11490803 Skeie	2018	366	8	4
Personer	11490803 Skeie	2019	344	8	4
Personer	11490803 Skeie	2020	350	8	4
Personer	11490803 Skeie	2021	364	8	4
Personer	11490803 Skeie	2022	362	8	4
Personer	11490803 Skeie	2023	366	8	4
Personer	11490804 Velde	2000	1030	8	4
Personer	11490804 Velde	2001	1019	8	4
Personer	11490804 Velde	2002	991	8	4
Personer	11490804 Velde	2003	961	8	4
Personer	11490804 Velde	2004	919	8	4
Personer	11490804 Velde	2005	921	8	4
Personer	11490804 Velde	2006	896	8	4
Personer	11490804 Velde	2007	904	8	4
Personer	11490804 Velde	2008	931	8	4
Personer	11490804 Velde	2009	944	8	4
Personer	11490804 Velde	2010	924	8	4
Personer	11490804 Velde	2011	927	8	4
Personer	11490804 Velde	2012	908	8	4
Personer	11490804 Velde	2013	886	8	4
Personer	11490804 Velde	2014	902	8	4
Personer	11490804 Velde	2015	882	8	4
Personer	11490804 Velde	2016	867	8	4
Personer	11490804 Velde	2017	852	8	4
Personer	11490804 Velde	2018	864	8	4
Personer	11490804 Velde	2019	841	8	4
Personer	11490804 Velde	2020	818	8	4
Personer	11490804 Velde	2021	834	8	4
Personer	11490804 Velde	2022	851	8	4
Personer	11490804 Velde	2023	828	8	4
Personer	11490805 Fiskå	2000	305	8	4
Personer	11490805 Fiskå	2001	306	8	4
Personer	11490805 Fiskå	2002	313	8	4
Personer	11490805 Fiskå	2003	303	8	4
Personer	11490805 Fiskå	2004	313	8	4
Personer	11490805 Fiskå	2005	312	8	4
Personer	11490805 Fiskå	2006	302	8	4
Personer	11490805 Fiskå	2007	304	8	4
Personer	11490805 Fiskå	2008	299	8	4
Personer	11490805 Fiskå	2009	288	8	4
Personer	11490805 Fiskå	2010	294	8	4
Personer	11490805 Fiskå	2011	296	8	4
Personer	11490805 Fiskå	2012	312	8	4
Personer	11490805 Fiskå	2013	322	8	4
Personer	11490805 Fiskå	2014	304	8	4
Personer	11490805 Fiskå	2015	302	8	4
Personer	11490805 Fiskå	2016	301	8	4
Personer	11490805 Fiskå	2017	292	8	4
Personer	11490805 Fiskå	2018	286	8	4
Personer	11490805 Fiskå	2019	283	8	4
Personer	11490805 Fiskå	2020	284	8	4
Personer	11490805 Fiskå	2021	284	8	4
Personer	11490805 Fiskå	2022	292	8	4
Personer	11490805 Fiskå	2023	280	8	4
Personer	11490806 Utvik	2000	489	8	4
Personer	11490806 Utvik	2001	522	8	4
Personer	11490806 Utvik	2002	540	8	4
Personer	11490806 Utvik	2003	573	8	4
Personer	11490806 Utvik	2004	604	8	4
Personer	11490806 Utvik	2005	626	8	4
Personer	11490806 Utvik	2006	652	8	4
Personer	11490806 Utvik	2007	668	8	4
Personer	11490806 Utvik	2008	697	8	4
Personer	11490806 Utvik	2009	737	8	4
Personer	11490806 Utvik	2010	730	8	4
Personer	11490806 Utvik	2011	711	8	4
Personer	11490806 Utvik	2012	742	8	4
Personer	11490806 Utvik	2013	752	8	4
Personer	11490806 Utvik	2014	739	8	4
Personer	11490806 Utvik	2015	741	8	4
Personer	11490806 Utvik	2016	739	8	4
Personer	11490806 Utvik	2017	737	8	4
Personer	11490806 Utvik	2018	727	8	4
Personer	11490806 Utvik	2019	708	8	4
Personer	11490806 Utvik	2020	718	8	4
Personer	11490806 Utvik	2021	707	8	4
Personer	11490806 Utvik	2022	726	8	4
Personer	11490806 Utvik	2023	719	8	4
Personer	11490901 Feøy	2000	53	9	4
Personer	11490901 Feøy	2001	62	9	4
Personer	11490901 Feøy	2002	55	9	4
Personer	11490901 Feøy	2003	47	9	4
Personer	11490901 Feøy	2004	51	9	4
Personer	11490901 Feøy	2005	53	9	4
Personer	11490901 Feøy	2006	47	9	4
Personer	11490901 Feøy	2007	43	9	4
Personer	11490901 Feøy	2008	56	9	4
Personer	11490901 Feøy	2009	56	9	4
Personer	11490901 Feøy	2010	41	9	4
Personer	11490901 Feøy	2011	54	9	4
Personer	11490901 Feøy	2012	53	9	4
Personer	11490901 Feøy	2013	49	9	4
Personer	11490901 Feøy	2014	49	9	4
Personer	11490901 Feøy	2015	41	9	4
Personer	11490901 Feøy	2016	45	9	4
Personer	11490901 Feøy	2017	40	9	4
Personer	11490901 Feøy	2018	42	9	4
Personer	11490901 Feøy	2019	41	9	4
Personer	11490901 Feøy	2020	37	9	4
Personer	11490901 Feøy	2021	33	9	4
Personer	11490901 Feøy	2022	36	9	4
Personer	11490901 Feøy	2023	42	9	4
Personer	11490902 Hauge	2000	424	9	4
Personer	11490902 Hauge	2001	446	9	4
Personer	11490902 Hauge	2002	442	9	4
Personer	11490902 Hauge	2003	453	9	4
Personer	11490902 Hauge	2004	450	9	4
Personer	11490902 Hauge	2005	455	9	4
Personer	11490902 Hauge	2006	444	9	4
Personer	11490902 Hauge	2007	441	9	4
Personer	11490902 Hauge	2008	437	9	4
Personer	11490902 Hauge	2009	403	9	4
Personer	11490902 Hauge	2010	392	9	4
Personer	11490902 Hauge	2011	407	9	4
Personer	11490902 Hauge	2012	406	9	4
Personer	11490902 Hauge	2013	413	9	4
Personer	11490902 Hauge	2014	424	9	4
Personer	11490902 Hauge	2015	427	9	4
Personer	11490902 Hauge	2016	417	9	4
Personer	11490902 Hauge	2017	409	9	4
Personer	11490902 Hauge	2018	407	9	4
Personer	11490902 Hauge	2019	388	9	4
Personer	11490902 Hauge	2020	397	9	4
Personer	11490902 Hauge	2021	395	9	4
Personer	11490902 Hauge	2022	403	9	4
Personer	11490902 Hauge	2023	403	9	4
Personer	11490903 Håland	2000	351	9	4
Personer	11490903 Håland	2001	352	9	4
Personer	11490903 Håland	2002	353	9	4
Personer	11490903 Håland	2003	355	9	4
Personer	11490903 Håland	2004	356	9	4
Personer	11490903 Håland	2005	370	9	4
Personer	11490903 Håland	2006	373	9	4
Personer	11490903 Håland	2007	369	9	4
Personer	11490903 Håland	2008	360	9	4
Personer	11490903 Håland	2009	355	9	4
Personer	11490903 Håland	2010	363	9	4
Personer	11490903 Håland	2011	354	9	4
Personer	11490903 Håland	2012	346	9	4
Personer	11490903 Håland	2013	339	9	4
Personer	11490903 Håland	2014	356	9	4
Personer	11490903 Håland	2015	376	9	4
Personer	11490903 Håland	2016	343	9	4
Personer	11490903 Håland	2017	356	9	4
Personer	11490903 Håland	2018	357	9	4
Personer	11490903 Håland	2019	358	9	4
Personer	11490903 Håland	2020	364	9	4
Personer	11490903 Håland	2021	359	9	4
Personer	11490903 Håland	2022	370	9	4
Personer	11490903 Håland	2023	378	9	4
Personer	11490904 Osnes	2000	337	9	4
Personer	11490904 Osnes	2001	340	9	4
Personer	11490904 Osnes	2002	335	9	4
Personer	11490904 Osnes	2003	337	9	4
Personer	11490904 Osnes	2004	331	9	4
Personer	11490904 Osnes	2005	324	9	4
Personer	11490904 Osnes	2006	329	9	4
Personer	11490904 Osnes	2007	331	9	4
Personer	11490904 Osnes	2008	354	9	4
Personer	11490904 Osnes	2009	391	9	4
Personer	11490904 Osnes	2010	411	9	4
Personer	11490904 Osnes	2011	423	9	4
Personer	11490904 Osnes	2012	434	9	4
Personer	11490904 Osnes	2013	451	9	4
Personer	11490904 Osnes	2014	457	9	4
Personer	11490904 Osnes	2015	456	9	4
Personer	11490904 Osnes	2016	453	9	4
Personer	11490904 Osnes	2017	453	9	4
Personer	11490904 Osnes	2018	434	9	4
Personer	11490904 Osnes	2019	439	9	4
Personer	11490904 Osnes	2020	427	9	4
Personer	11490904 Osnes	2021	421	9	4
Personer	11490904 Osnes	2022	424	9	4
Personer	11490904 Osnes	2023	419	9	4
Personer	11490905 Litlasund	2000	289	9	4
Personer	11490905 Litlasund	2001	274	9	4
Personer	11490905 Litlasund	2002	273	9	4
Personer	11490905 Litlasund	2003	291	9	4
Personer	11490905 Litlasund	2004	282	9	4
Personer	11490905 Litlasund	2005	269	9	4
Personer	11490905 Litlasund	2006	282	9	4
Personer	11490905 Litlasund	2007	285	9	4
Personer	11490905 Litlasund	2008	293	9	4
Personer	11490905 Litlasund	2009	268	9	4
Personer	11490905 Litlasund	2010	269	9	4
Personer	11490905 Litlasund	2011	282	9	4
Personer	11490905 Litlasund	2012	273	9	4
Personer	11490905 Litlasund	2013	283	9	4
Personer	11490905 Litlasund	2014	317	9	4
Personer	11490905 Litlasund	2015	336	9	4
Personer	11490905 Litlasund	2016	346	9	4
Personer	11490905 Litlasund	2017	348	9	4
Personer	11490905 Litlasund	2018	352	9	4
Personer	11490905 Litlasund	2019	367	9	4
Personer	11490905 Litlasund	2020	378	9	4
Personer	11490905 Litlasund	2021	395	9	4
Personer	11490905 Litlasund	2022	424	9	4
Personer	11490905 Litlasund	2023	440	9	4
Personer	11490906 Karmsund	2000	928	9	4
Personer	11490906 Karmsund	2001	931	9	4
Personer	11490906 Karmsund	2002	955	9	4
Personer	11490906 Karmsund	2003	968	9	4
Personer	11490906 Karmsund	2004	933	9	4
Personer	11490906 Karmsund	2005	919	9	4
Personer	11490906 Karmsund	2006	930	9	4
Personer	11490906 Karmsund	2007	995	9	4
Personer	11490906 Karmsund	2008	998	9	4
Personer	11490906 Karmsund	2009	994	9	4
Personer	11490906 Karmsund	2010	998	9	4
Personer	11490906 Karmsund	2011	985	9	4
Personer	11490906 Karmsund	2012	978	9	4
Personer	11490906 Karmsund	2013	969	9	4
Personer	11490906 Karmsund	2014	975	9	4
Personer	11490906 Karmsund	2015	968	9	4
Personer	11490906 Karmsund	2016	995	9	4
Personer	11490906 Karmsund	2017	989	9	4
Personer	11490906 Karmsund	2018	988	9	4
Personer	11490906 Karmsund	2019	985	9	4
Personer	11490906 Karmsund	2020	1018	9	4
Personer	11490906 Karmsund	2021	1028	9	4
Personer	11490906 Karmsund	2022	1027	9	4
Personer	11490906 Karmsund	2023	1025	9	4
Personer	11490907 Storesund	2000	463	9	4
Personer	11490907 Storesund	2001	466	9	4
Personer	11490907 Storesund	2002	464	9	4
Personer	11490907 Storesund	2003	472	9	4
Personer	11490907 Storesund	2004	468	9	4
Personer	11490907 Storesund	2005	449	9	4
Personer	11490907 Storesund	2006	453	9	4
Personer	11490907 Storesund	2007	430	9	4
Personer	11490907 Storesund	2008	448	9	4
Personer	11490907 Storesund	2009	425	9	4
Personer	11490907 Storesund	2010	421	9	4
Personer	11490907 Storesund	2011	413	9	4
Personer	11490907 Storesund	2012	398	9	4
Personer	11490907 Storesund	2013	400	9	4
Personer	11490907 Storesund	2014	404	9	4
Personer	11490907 Storesund	2015	421	9	4
Personer	11490907 Storesund	2016	404	9	4
Personer	11490907 Storesund	2017	407	9	4
Personer	11490907 Storesund	2018	386	9	4
Personer	11490907 Storesund	2019	396	9	4
Personer	11490907 Storesund	2020	397	9	4
Personer	11490907 Storesund	2021	390	9	4
Personer	11490907 Storesund	2022	379	9	4
Personer	11490907 Storesund	2023	389	9	4
Personer	11490908 Nordbø	2000	299	9	4
Personer	11490908 Nordbø	2001	292	9	4
Personer	11490908 Nordbø	2002	273	9	4
Personer	11490908 Nordbø	2003	284	9	4
Personer	11490908 Nordbø	2004	289	9	4
Personer	11490908 Nordbø	2005	279	9	4
Personer	11490908 Nordbø	2006	268	9	4
Personer	11490908 Nordbø	2007	277	9	4
Personer	11490908 Nordbø	2008	280	9	4
Personer	11490908 Nordbø	2009	281	9	4
Personer	11490908 Nordbø	2010	279	9	4
Personer	11490908 Nordbø	2011	280	9	4
Personer	11490908 Nordbø	2012	273	9	4
Personer	11490908 Nordbø	2013	268	9	4
Personer	11490908 Nordbø	2014	274	9	4
Personer	11490908 Nordbø	2015	261	9	4
Personer	11490908 Nordbø	2016	272	9	4
Personer	11490908 Nordbø	2017	267	9	4
Personer	11490908 Nordbø	2018	270	9	4
Personer	11490908 Nordbø	2019	267	9	4
Personer	11490908 Nordbø	2020	258	9	4
Personer	11490908 Nordbø	2021	257	9	4
Personer	11490908 Nordbø	2022	255	9	4
Personer	11490908 Nordbø	2023	258	9	4
Personer	11490909 Bø	2000	238	9	4
Personer	11490909 Bø	2001	213	9	4
Personer	11490909 Bø	2002	212	9	4
Personer	11490909 Bø	2003	212	9	4
Personer	11490909 Bø	2004	219	9	4
Personer	11490909 Bø	2005	208	9	4
Personer	11490909 Bø	2006	211	9	4
Personer	11490909 Bø	2007	229	9	4
Personer	11490909 Bø	2008	225	9	4
Personer	11490909 Bø	2009	226	9	4
Personer	11490909 Bø	2010	211	9	4
Personer	11490909 Bø	2011	215	9	4
Personer	11490909 Bø	2012	207	9	4
Personer	11490909 Bø	2013	217	9	4
Personer	11490909 Bø	2014	202	9	4
Personer	11490909 Bø	2015	201	9	4
Personer	11490909 Bø	2016	186	9	4
Personer	11490909 Bø	2017	198	9	4
Personer	11490909 Bø	2018	200	9	4
Personer	11490909 Bø	2019	177	9	4
Personer	11490909 Bø	2020	182	9	4
Personer	11490909 Bø	2021	191	9	4
Personer	11490909 Bø	2022	199	9	4
Personer	11490909 Bø	2023	202	9	4
Personer	11491001 Norheimsvågen	2000	378	10	5
Personer	11491001 Norheimsvågen	2001	322	10	5
Personer	11491001 Norheimsvågen	2002	420	10	5
Personer	11491001 Norheimsvågen	2003	422	10	5
Personer	11491001 Norheimsvågen	2004	422	10	5
Personer	11491001 Norheimsvågen	2005	444	10	5
Personer	11491001 Norheimsvågen	2006	452	10	5
Personer	11491001 Norheimsvågen	2007	468	10	5
Personer	11491001 Norheimsvågen	2008	490	10	5
Personer	11491001 Norheimsvågen	2009	515	10	5
Personer	11491001 Norheimsvågen	2010	527	10	5
Personer	11491001 Norheimsvågen	2011	526	10	5
Personer	11491001 Norheimsvågen	2012	541	10	5
Personer	11491001 Norheimsvågen	2013	579	10	5
Personer	11491001 Norheimsvågen	2014	559	10	5
Personer	11491001 Norheimsvågen	2015	549	10	5
Personer	11491001 Norheimsvågen	2016	578	10	5
Personer	11491001 Norheimsvågen	2017	566	10	5
Personer	11491001 Norheimsvågen	2018	547	10	5
Personer	11491001 Norheimsvågen	2019	534	10	5
Personer	11491001 Norheimsvågen	2020	539	10	5
Personer	11491001 Norheimsvågen	2021	554	10	5
Personer	11491001 Norheimsvågen	2022	557	10	5
Personer	11491001 Norheimsvågen	2023	560	10	5
Personer	11491002 Norheim	2000	318	10	5
Personer	11491002 Norheim	2001	309	10	5
Personer	11491002 Norheim	2002	319	10	5
Personer	11491002 Norheim	2003	315	10	5
Personer	11491002 Norheim	2004	318	10	5
Personer	11491002 Norheim	2005	365	10	5
Personer	11491002 Norheim	2006	376	10	5
Personer	11491002 Norheim	2007	363	10	5
Personer	11491002 Norheim	2008	362	10	5
Personer	11491002 Norheim	2009	297	10	5
Personer	11491002 Norheim	2010	295	10	5
Personer	11491002 Norheim	2011	309	10	5
Personer	11491002 Norheim	2012	289	10	5
Personer	11491002 Norheim	2013	293	10	5
Personer	11491002 Norheim	2014	287	10	5
Personer	11491002 Norheim	2015	284	10	5
Personer	11491002 Norheim	2016	281	10	5
Personer	11491002 Norheim	2017	270	10	5
Personer	11491002 Norheim	2018	265	10	5
Personer	11491002 Norheim	2019	277	10	5
Personer	11491002 Norheim	2020	278	10	5
Personer	11491002 Norheim	2021	276	10	5
Personer	11491002 Norheim	2022	261	10	5
Personer	11491002 Norheim	2023	262	10	5
Personer	11491003 Norheimsskogen	2000	932	10	5
Personer	11491003 Norheimsskogen	2001	927	10	5
Personer	11491003 Norheimsskogen	2002	928	10	5
Personer	11491003 Norheimsskogen	2003	931	10	5
Personer	11491003 Norheimsskogen	2004	911	10	5
Personer	11491003 Norheimsskogen	2005	908	10	5
Personer	11491003 Norheimsskogen	2006	900	10	5
Personer	11491003 Norheimsskogen	2007	913	10	5
Personer	11491003 Norheimsskogen	2008	897	10	5
Personer	11491003 Norheimsskogen	2009	960	10	5
Personer	11491003 Norheimsskogen	2010	965	10	5
Personer	11491003 Norheimsskogen	2011	947	10	5
Personer	11491003 Norheimsskogen	2012	957	10	5
Personer	11491003 Norheimsskogen	2013	971	10	5
Personer	11491003 Norheimsskogen	2014	972	10	5
Personer	11491003 Norheimsskogen	2015	993	10	5
Personer	11491003 Norheimsskogen	2016	952	10	5
Personer	11491003 Norheimsskogen	2017	950	10	5
Personer	11491003 Norheimsskogen	2018	935	10	5
Personer	11491003 Norheimsskogen	2019	947	10	5
Personer	11491003 Norheimsskogen	2020	929	10	5
Personer	11491003 Norheimsskogen	2021	918	10	5
Personer	11491003 Norheimsskogen	2022	901	10	5
Personer	11491003 Norheimsskogen	2023	922	10	5
Personer	11491004 Spanne	2000	772	10	5
Personer	11491004 Spanne	2001	763	10	5
Personer	11491004 Spanne	2002	750	10	5
Personer	11491004 Spanne	2003	747	10	5
Personer	11491004 Spanne	2004	756	10	5
Personer	11491004 Spanne	2005	775	10	5
Personer	11491004 Spanne	2006	793	10	5
Personer	11491004 Spanne	2007	784	10	5
Personer	11491004 Spanne	2008	787	10	5
Personer	11491004 Spanne	2009	807	10	5
Personer	11491004 Spanne	2010	843	10	5
Personer	11491004 Spanne	2011	882	10	5
Personer	11491004 Spanne	2012	980	10	5
Personer	11491004 Spanne	2013	1103	10	5
Personer	11491004 Spanne	2014	1215	10	5
Personer	11491004 Spanne	2015	1227	10	5
Personer	11491004 Spanne	2016	1308	10	5
Personer	11491004 Spanne	2017	1309	10	5
Personer	11491004 Spanne	2018	1304	10	5
Personer	11491004 Spanne	2019	1304	10	5
Personer	11491004 Spanne	2020	1393	10	5
Personer	11491004 Spanne	2021	1412	10	5
Personer	11491004 Spanne	2022	1405	10	5
Personer	11491004 Spanne	2023	1446	10	5
Personer	11491007 Røyksund	2000	257	10	5
Personer	11491007 Røyksund	2001	250	10	5
Personer	11491007 Røyksund	2002	266	10	5
Personer	11491007 Røyksund	2003	262	10	5
Personer	11491007 Røyksund	2004	244	10	5
Personer	11491007 Røyksund	2005	244	10	5
Personer	11491007 Røyksund	2006	252	10	5
Personer	11491007 Røyksund	2007	245	10	5
Personer	11491007 Røyksund	2008	258	10	5
Personer	11491007 Røyksund	2009	251	10	5
Personer	11491007 Røyksund	2010	238	10	5
Personer	11491007 Røyksund	2011	245	10	5
Personer	11491007 Røyksund	2012	243	10	5
Personer	11491007 Røyksund	2013	243	10	5
Personer	11491007 Røyksund	2014	255	10	5
Personer	11491007 Røyksund	2015	252	10	5
Personer	11491007 Røyksund	2016	254	10	5
Personer	11491007 Røyksund	2017	255	10	5
Personer	11491007 Røyksund	2018	243	10	5
Personer	11491007 Røyksund	2019	251	10	5
Personer	11491007 Røyksund	2020	249	10	5
Personer	11491007 Røyksund	2021	251	10	5
Personer	11491007 Røyksund	2022	251	10	5
Personer	11491007 Røyksund	2023	253	10	5
Personer	11491008 Fosen	2000	292	10	5
Personer	11491008 Fosen	2001	286	10	5
Personer	11491008 Fosen	2002	284	10	5
Personer	11491008 Fosen	2003	281	10	5
Personer	11491008 Fosen	2004	276	10	5
Personer	11491008 Fosen	2005	265	10	5
Personer	11491008 Fosen	2006	254	10	5
Personer	11491008 Fosen	2007	254	10	5
Personer	11491008 Fosen	2008	246	10	5
Personer	11491008 Fosen	2009	246	10	5
Personer	11491008 Fosen	2010	246	10	5
Personer	11491008 Fosen	2011	232	10	5
Personer	11491008 Fosen	2012	225	10	5
Personer	11491008 Fosen	2013	240	10	5
Personer	11491008 Fosen	2014	247	10	5
Personer	11491008 Fosen	2015	265	10	5
Personer	11491008 Fosen	2016	252	10	5
Personer	11491008 Fosen	2017	256	10	5
Personer	11491008 Fosen	2018	258	10	5
Personer	11491008 Fosen	2019	259	10	5
Personer	11491008 Fosen	2020	262	10	5
Personer	11491008 Fosen	2021	266	10	5
Personer	11491008 Fosen	2022	274	10	5
Personer	11491008 Fosen	2023	274	10	5
Personer	11491009 Mykje	2000	219	10	5
Personer	11491009 Mykje	2001	228	10	5
Personer	11491009 Mykje	2002	221	10	5
Personer	11491009 Mykje	2003	217	10	5
Personer	11491009 Mykje	2004	215	10	5
Personer	11491009 Mykje	2005	214	10	5
Personer	11491009 Mykje	2006	218	10	5
Personer	11491009 Mykje	2007	211	10	5
Personer	11491009 Mykje	2008	209	10	5
Personer	11491009 Mykje	2009	209	10	5
Personer	11491009 Mykje	2010	207	10	5
Personer	11491009 Mykje	2011	210	10	5
Personer	11491009 Mykje	2012	206	10	5
Personer	11491009 Mykje	2013	213	10	5
Personer	11491009 Mykje	2014	206	10	5
Personer	11491009 Mykje	2015	201	10	5
Personer	11491009 Mykje	2016	185	10	5
Personer	11491009 Mykje	2017	189	10	5
Personer	11491009 Mykje	2018	195	10	5
Personer	11491009 Mykje	2019	187	10	5
Personer	11491009 Mykje	2020	195	10	5
Personer	11491009 Mykje	2021	197	10	5
Personer	11491009 Mykje	2022	191	10	5
Personer	11491009 Mykje	2023	188	10	5
Personer	11491010 Aksnes	2000	165	10	5
Personer	11491010 Aksnes	2001	161	10	5
Personer	11491010 Aksnes	2002	145	10	5
Personer	11491010 Aksnes	2003	161	10	5
Personer	11491010 Aksnes	2004	155	10	5
Personer	11491010 Aksnes	2005	158	10	5
Personer	11491010 Aksnes	2006	159	10	5
Personer	11491010 Aksnes	2007	160	10	5
Personer	11491010 Aksnes	2008	155	10	5
Personer	11491010 Aksnes	2009	153	10	5
Personer	11491010 Aksnes	2010	154	10	5
Personer	11491010 Aksnes	2011	155	10	5
Personer	11491010 Aksnes	2012	161	10	5
Personer	11491010 Aksnes	2013	170	10	5
Personer	11491010 Aksnes	2014	166	10	5
Personer	11491010 Aksnes	2015	169	10	5
Personer	11491010 Aksnes	2016	167	10	5
Personer	11491010 Aksnes	2017	167	10	5
Personer	11491010 Aksnes	2018	181	10	5
Personer	11491010 Aksnes	2019	173	10	5
Personer	11491010 Aksnes	2020	171	10	5
Personer	11491010 Aksnes	2021	162	10	5
Personer	11491010 Aksnes	2022	167	10	5
Personer	11491010 Aksnes	2023	171	10	5
Personer	11491011 Eike	2000	1238	10	5
Personer	11491011 Eike	2001	1265	10	5
Personer	11491011 Eike	2002	1284	10	5
Personer	11491011 Eike	2003	1300	10	5
Personer	11491011 Eike	2004	1375	10	5
Personer	11491011 Eike	2005	1417	10	5
Personer	11491011 Eike	2006	1462	10	5
Personer	11491011 Eike	2007	1510	10	5
Personer	11491011 Eike	2008	1508	10	5
Personer	11491011 Eike	2009	1492	10	5
Personer	11491011 Eike	2010	1502	10	5
Personer	11491011 Eike	2011	1477	10	5
Personer	11491011 Eike	2012	1526	10	5
Personer	11491011 Eike	2013	1536	10	5
Personer	11491011 Eike	2014	1595	10	5
Personer	11491011 Eike	2015	1642	10	5
Personer	11491011 Eike	2016	1642	10	5
Personer	11491011 Eike	2017	1621	10	5
Personer	11491011 Eike	2018	1620	10	5
Personer	11491011 Eike	2019	1612	10	5
Personer	11491011 Eike	2020	1593	10	5
Personer	11491011 Eike	2021	1583	10	5
Personer	11491011 Eike	2022	1606	10	5
Personer	11491011 Eike	2023	1576	10	5
Personer	11491012 Moksheim	2000	143	10	5
Personer	11491012 Moksheim	2001	136	10	5
Personer	11491012 Moksheim	2002	123	10	5
Personer	11491012 Moksheim	2003	123	10	5
Personer	11491012 Moksheim	2004	123	10	5
Personer	11491012 Moksheim	2005	143	10	5
Personer	11491012 Moksheim	2006	147	10	5
Personer	11491012 Moksheim	2007	151	10	5
Personer	11491012 Moksheim	2008	154	10	5
Personer	11491012 Moksheim	2009	158	10	5
Personer	11491012 Moksheim	2010	168	10	5
Personer	11491012 Moksheim	2011	165	10	5
Personer	11491012 Moksheim	2012	178	10	5
Personer	11491012 Moksheim	2013	184	10	5
Personer	11491012 Moksheim	2014	181	10	5
Personer	11491012 Moksheim	2015	183	10	5
Personer	11491012 Moksheim	2016	168	10	5
Personer	11491012 Moksheim	2017	162	10	5
Personer	11491012 Moksheim	2018	176	10	5
Personer	11491012 Moksheim	2019	167	10	5
Personer	11491012 Moksheim	2020	167	10	5
Personer	11491012 Moksheim	2021	169	10	5
Personer	11491012 Moksheim	2022	177	10	5
Personer	11491012 Moksheim	2023	196	10	5
Personer	11491013 Bjøllehaugen	2000	1249	10	5
Personer	11491013 Bjøllehaugen	2001	1282	10	5
Personer	11491013 Bjøllehaugen	2002	1351	10	5
Personer	11491013 Bjøllehaugen	2003	1388	10	5
Personer	11491013 Bjøllehaugen	2004	1423	10	5
Personer	11491013 Bjøllehaugen	2005	1416	10	5
Personer	11491013 Bjøllehaugen	2006	1417	10	5
Personer	11491013 Bjøllehaugen	2007	1449	10	5
Personer	11491013 Bjøllehaugen	2008	1451	10	5
Personer	11491013 Bjøllehaugen	2009	1488	10	5
Personer	11491013 Bjøllehaugen	2010	1472	10	5
Personer	11491013 Bjøllehaugen	2011	1483	10	5
Personer	11491013 Bjøllehaugen	2012	1492	10	5
Personer	11491013 Bjøllehaugen	2013	1540	10	5
Personer	11491013 Bjøllehaugen	2014	1518	10	5
Personer	11491013 Bjøllehaugen	2015	1533	10	5
Personer	11491013 Bjøllehaugen	2016	1557	10	5
Personer	11491013 Bjøllehaugen	2017	1647	10	5
Personer	11491013 Bjøllehaugen	2018	1671	10	5
Personer	11491013 Bjøllehaugen	2019	1711	10	5
Personer	11491013 Bjøllehaugen	2020	1666	10	5
Personer	11491013 Bjøllehaugen	2021	1693	10	5
Personer	11491013 Bjøllehaugen	2022	1689	10	5
Personer	11491013 Bjøllehaugen	2023	1713	10	5
Personer	11491014 Trevarden	2000	356	10	5
Personer	11491014 Trevarden	2001	352	10	5
Personer	11491014 Trevarden	2002	335	10	5
Personer	11491014 Trevarden	2003	344	10	5
Personer	11491014 Trevarden	2004	330	10	5
Personer	11491014 Trevarden	2005	320	10	5
Personer	11491014 Trevarden	2006	309	10	5
Personer	11491014 Trevarden	2007	311	10	5
Personer	11491014 Trevarden	2008	313	10	5
Personer	11491014 Trevarden	2009	330	10	5
Personer	11491014 Trevarden	2010	326	10	5
Personer	11491014 Trevarden	2011	343	10	5
Personer	11491014 Trevarden	2012	334	10	5
Personer	11491014 Trevarden	2013	332	10	5
Personer	11491014 Trevarden	2014	343	10	5
Personer	11491014 Trevarden	2015	347	10	5
Personer	11491014 Trevarden	2016	359	10	5
Personer	11491014 Trevarden	2017	370	10	5
Personer	11491014 Trevarden	2018	374	10	5
Personer	11491014 Trevarden	2019	373	10	5
Personer	11491014 Trevarden	2020	359	10	5
