variabel	grunnkrets	ar	befolkning	grunnkrets_kode	admin_sone
Personer	11490506 Vågen - Varden	2007	228	5	1
Personer	11490506 Vågen - Varden	2008	240	5	1
Personer	11490506 Vågen - Varden	2009	258	5	1
Personer	11490506 Vågen - Varden	2010	264	5	1
Personer	11490506 Vågen - Varden	2011	270	5	1
Personer	11490506 Vågen - Varden	2012	278	5	1
Personer	11490506 Vågen - Varden	2013	273	5	1
Personer	11490506 Vågen - Varden	2014	284	5	1
Personer	11490506 Vågen - Varden	2015	277	5	1
Personer	11490506 Vågen - Varden	2016	281	5	1
Personer	11490506 Vågen - Varden	2017	279	5	1
Personer	11490506 Vågen - Varden	2018	287	5	1
Personer	11490506 Vågen - Varden	2019	278	5	1
Personer	11490506 Vågen - Varden	2020	281	5	1
Personer	11490506 Vågen - Varden	2021	275	5	1
Personer	11490506 Vågen - Varden	2022	276	5	1
Personer	11490506 Vågen - Varden	2023	272	5	1
Personer	11490507 Skudeneshavn	2000	736	5	1
Personer	11490507 Skudeneshavn	2001	726	5	1
Personer	11490507 Skudeneshavn	2002	723	5	1
Personer	11490507 Skudeneshavn	2003	730	5	1
Personer	11490507 Skudeneshavn	2004	752	5	1
Personer	11490507 Skudeneshavn	2005	783	5	1
Personer	11490507 Skudeneshavn	2006	744	5	1
Personer	11490507 Skudeneshavn	2007	763	5	1
Personer	11490507 Skudeneshavn	2008	754	5	1
Personer	11490507 Skudeneshavn	2009	762	5	1
Personer	11490507 Skudeneshavn	2010	786	5	1
Personer	11490507 Skudeneshavn	2011	794	5	1
Personer	11490507 Skudeneshavn	2012	784	5	1
Personer	11490507 Skudeneshavn	2013	781	5	1
Personer	11490507 Skudeneshavn	2014	804	5	1
Personer	11490507 Skudeneshavn	2015	818	5	1
Personer	11490507 Skudeneshavn	2016	811	5	1
Personer	11490507 Skudeneshavn	2017	850	5	1
Personer	11490507 Skudeneshavn	2018	829	5	1
Personer	11490507 Skudeneshavn	2019	838	5	1
Personer	11490507 Skudeneshavn	2020	812	5	1
Personer	11490507 Skudeneshavn	2021	792	5	1
Personer	11490507 Skudeneshavn	2022	782	5	1
Personer	11490507 Skudeneshavn	2023	800	5	1
Personer	11490508 Vigevågen	2000	677	5	1
Personer	11490508 Vigevågen	2001	674	5	1
Personer	11490508 Vigevågen	2002	697	5	1
Personer	11490508 Vigevågen	2003	723	5	1
Personer	11490508 Vigevågen	2004	714	5	1
Personer	11490508 Vigevågen	2005	708	5	1
Personer	11490508 Vigevågen	2006	729	5	1
Personer	11490508 Vigevågen	2007	723	5	1
Personer	11490508 Vigevågen	2008	712	5	1
Personer	11490508 Vigevågen	2009	771	5	1
Personer	11490508 Vigevågen	2010	759	5	1
Personer	11490508 Vigevågen	2011	765	5	1
Personer	11490508 Vigevågen	2012	734	5	1
Personer	11490508 Vigevågen	2013	729	5	1
Personer	11490508 Vigevågen	2014	731	5	1
Personer	11490508 Vigevågen	2015	732	5	1
Personer	11490508 Vigevågen	2016	725	5	1
Personer	11490508 Vigevågen	2017	696	5	1
Personer	11490508 Vigevågen	2018	677	5	1
Personer	11490508 Vigevågen	2019	677	5	1
Personer	11490508 Vigevågen	2020	659	5	1
Personer	11490508 Vigevågen	2021	661	5	1
Personer	11490508 Vigevågen	2022	668	5	1
Personer	11490508 Vigevågen	2023	654	5	1
Personer	11490509 Vik	2000	532	5	1
Personer	11490509 Vik	2001	540	5	1
Personer	11490509 Vik	2002	518	5	1
Personer	11490509 Vik	2003	518	5	1
Personer	11490509 Vik	2004	504	5	1
Personer	11490509 Vik	2005	508	5	1
Personer	11490509 Vik	2006	509	5	1
Personer	11490509 Vik	2007	507	5	1
Personer	11490509 Vik	2008	513	5	1
Personer	11490509 Vik	2009	469	5	1
Personer	11490509 Vik	2010	469	5	1
Personer	11490509 Vik	2011	473	5	1
Personer	11490509 Vik	2012	486	5	1
Personer	11490509 Vik	2013	481	5	1
Personer	11490509 Vik	2014	464	5	1
Personer	11490509 Vik	2015	453	5	1
Personer	11490509 Vik	2016	447	5	1
Personer	11490509 Vik	2017	435	5	1
Personer	11490509 Vik	2018	429	5	1
Personer	11490509 Vik	2019	430	5	1
Personer	11490509 Vik	2020	426	5	1
Personer	11490509 Vik	2021	441	5	1
Personer	11490509 Vik	2022	436	5	1
Personer	11490509 Vik	2023	440	5	1
Personer	11490510 Falnes	2000	105	5	1
Personer	11490510 Falnes	2001	115	5	1
Personer	11490510 Falnes	2002	68	5	1
Personer	11490510 Falnes	2003	63	5	1
Personer	11490510 Falnes	2004	63	5	1
Personer	11490510 Falnes	2005	73	5	1
Personer	11490510 Falnes	2006	62	5	1
Personer	11490510 Falnes	2007	67	5	1
Personer	11490510 Falnes	2008	64	5	1
Personer	11490510 Falnes	2009	62	5	1
Personer	11490510 Falnes	2010	65	5	1
Personer	11490510 Falnes	2011	63	5	1
Personer	11490510 Falnes	2012	70	5	1
Personer	11490510 Falnes	2013	67	5	1
Personer	11490510 Falnes	2014	61	5	1
Personer	11490510 Falnes	2015	63	5	1
Personer	11490510 Falnes	2016	56	5	1
Personer	11490510 Falnes	2017	60	5	1
Personer	11490510 Falnes	2018	68	5	1
Personer	11490510 Falnes	2019	71	5	1
Personer	11490510 Falnes	2020	66	5	1
Personer	11490510 Falnes	2021	64	5	1
Personer	11490510 Falnes	2022	62	5	1
Personer	11490510 Falnes	2023	61	5	1
Personer	11490511 Hillesland	2000	48	5	1
Personer	11490511 Hillesland	2001	47	5	1
Personer	11490511 Hillesland	2002	44	5	1
Personer	11490511 Hillesland	2003	43	5	1
Personer	11490511 Hillesland	2004	46	5	1
Personer	11490511 Hillesland	2005	48	5	1
Personer	11490511 Hillesland	2006	42	5	1
Personer	11490511 Hillesland	2007	42	5	1
Personer	11490511 Hillesland	2008	39	5	1
Personer	11490511 Hillesland	2009	44	5	1
Personer	11490511 Hillesland	2010	48	5	1
Personer	11490511 Hillesland	2011	55	5	1
Personer	11490511 Hillesland	2012	38	5	1
Personer	11490511 Hillesland	2013	38	5	1
Personer	11490511 Hillesland	2014	41	5	1
Personer	11490511 Hillesland	2015	41	5	1
Personer	11490511 Hillesland	2016	35	5	1
Personer	11490511 Hillesland	2017	33	5	1
Personer	11490511 Hillesland	2018	32	5	1
Personer	11490511 Hillesland	2019	31	5	1
Personer	11490511 Hillesland	2020	30	5	1
Personer	11490511 Hillesland	2021	32	5	1
Personer	11490511 Hillesland	2022	30	5	1
Personer	11490511 Hillesland	2023	29	5	1
Personer	11490512 Hovdastad	2000	80	5	1
Personer	11490512 Hovdastad	2001	74	5	1
Personer	11490512 Hovdastad	2002	79	5	1
Personer	11490512 Hovdastad	2003	78	5	1
Personer	11490512 Hovdastad	2004	89	5	1
Personer	11490512 Hovdastad	2005	89	5	1
Personer	11490512 Hovdastad	2006	86	5	1
Personer	11490512 Hovdastad	2007	88	5	1
Personer	11490512 Hovdastad	2008	79	5	1
Personer	11490512 Hovdastad	2009	81	5	1
Personer	11490512 Hovdastad	2010	81	5	1
Personer	11490512 Hovdastad	2011	78	5	1
Personer	11490512 Hovdastad	2012	86	5	1
Personer	11490512 Hovdastad	2013	85	5	1
Personer	11490512 Hovdastad	2014	86	5	1
Personer	11490512 Hovdastad	2015	75	5	1
Personer	11490512 Hovdastad	2016	73	5	1
Personer	11490512 Hovdastad	2017	73	5	1
Personer	11490512 Hovdastad	2018	66	5	1
Personer	11490512 Hovdastad	2019	68	5	1
Personer	11490512 Hovdastad	2020	70	5	1
Personer	11490512 Hovdastad	2021	64	5	1
Personer	11490512 Hovdastad	2022	79	5	1
Personer	11490512 Hovdastad	2023	83	5	1
Personer	11490513 Snørteland	2000	15	5	1
Personer	11490513 Snørteland	2001	15	5	1
Personer	11490513 Snørteland	2002	14	5	1
Personer	11490513 Snørteland	2003	13	5	1
Personer	11490513 Snørteland	2004	13	5	1
Personer	11490513 Snørteland	2005	12	5	1
Personer	11490513 Snørteland	2006	12	5	1
Personer	11490513 Snørteland	2007	14	5	1
Personer	11490513 Snørteland	2008	15	5	1
Personer	11490513 Snørteland	2009	10	5	1
Personer	11490513 Snørteland	2010	11	5	1
Personer	11490513 Snørteland	2011	11	5	1
Personer	11490513 Snørteland	2012	9	5	1
Personer	11490513 Snørteland	2013	9	5	1
Personer	11490513 Snørteland	2014	9	5	1
Personer	11490513 Snørteland	2015	9	5	1
Personer	11490513 Snørteland	2016	9	5	1
Personer	11490513 Snørteland	2017	9	5	1
Personer	11490513 Snørteland	2018	12	5	1
Personer	11490513 Snørteland	2019	12	5	1
Personer	11490513 Snørteland	2020	12	5	1
Personer	11490513 Snørteland	2021	12	5	1
Personer	11490513 Snørteland	2022	10	5	1
Personer	11490513 Snørteland	2023	10	5	1
Personer	11490601 Stokkastrand	2000	409	6	3
Personer	11490601 Stokkastrand	2001	420	6	3
Personer	11490601 Stokkastrand	2002	431	6	3
Personer	11490601 Stokkastrand	2003	423	6	3
Personer	11490601 Stokkastrand	2004	420	6	3
Personer	11490601 Stokkastrand	2005	419	6	3
Personer	11490601 Stokkastrand	2006	407	6	3
Personer	11490601 Stokkastrand	2007	418	6	3
Personer	11490601 Stokkastrand	2008	426	6	3
Personer	11490601 Stokkastrand	2009	439	6	3
Personer	11490601 Stokkastrand	2010	430	6	3
Personer	11490601 Stokkastrand	2011	432	6	3
Personer	11490601 Stokkastrand	2012	433	6	3
Personer	11490601 Stokkastrand	2013	445	6	3
Personer	11490601 Stokkastrand	2014	430	6	3
Personer	11490601 Stokkastrand	2015	445	6	3
Personer	11490601 Stokkastrand	2016	426	6	3
Personer	11490601 Stokkastrand	2017	434	6	3
Personer	11490601 Stokkastrand	2018	432	6	3
Personer	11490601 Stokkastrand	2019	418	6	3
Personer	11490601 Stokkastrand	2020	403	6	3
Personer	11490601 Stokkastrand	2021	407	6	3
Personer	11490601 Stokkastrand	2022	423	6	3
Personer	11490601 Stokkastrand	2023	442	6	3
Personer	11490602 Nordstokke	2000	375	6	3
Personer	11490602 Nordstokke	2001	368	6	3
Personer	11490602 Nordstokke	2002	344	6	3
Personer	11490602 Nordstokke	2003	365	6	3
Personer	11490602 Nordstokke	2004	376	6	3
Personer	11490602 Nordstokke	2005	393	6	3
Personer	11490602 Nordstokke	2006	370	6	3
Personer	11490602 Nordstokke	2007	375	6	3
Personer	11490602 Nordstokke	2008	386	6	3
Personer	11490602 Nordstokke	2009	397	6	3
Personer	11490602 Nordstokke	2010	421	6	3
Personer	11490602 Nordstokke	2011	429	6	3
Personer	11490602 Nordstokke	2012	459	6	3
Personer	11490602 Nordstokke	2013	471	6	3
Personer	11490602 Nordstokke	2014	529	6	3
Personer	11490602 Nordstokke	2015	521	6	3
Personer	11490602 Nordstokke	2016	535	6	3
Personer	11490602 Nordstokke	2017	535	6	3
Personer	11490602 Nordstokke	2018	545	6	3
Personer	11490602 Nordstokke	2019	539	6	3
Personer	11490602 Nordstokke	2020	556	6	3
Personer	11490602 Nordstokke	2021	554	6	3
Personer	11490602 Nordstokke	2022	565	6	3
Personer	11490602 Nordstokke	2023	553	6	3
Personer	11490603 Stangeland	2000	1366	6	3
Personer	11490603 Stangeland	2001	1341	6	3
Personer	11490603 Stangeland	2002	1319	6	3
Personer	11490603 Stangeland	2003	1306	6	3
Personer	11490603 Stangeland	2004	1288	6	3
Personer	11490603 Stangeland	2005	1270	6	3
Personer	11490603 Stangeland	2006	1248	6	3
Personer	11490603 Stangeland	2007	1241	6	3
Personer	11490603 Stangeland	2008	1210	6	3
Personer	11490603 Stangeland	2009	1235	6	3
Personer	11490603 Stangeland	2010	1229	6	3
Personer	11490603 Stangeland	2011	1228	6	3
Personer	11490603 Stangeland	2012	1240	6	3
Personer	11490603 Stangeland	2013	1199	6	3
Personer	11490603 Stangeland	2014	1174	6	3
Personer	11490603 Stangeland	2015	1167	6	3
Personer	11490603 Stangeland	2016	1169	6	3
Personer	11490603 Stangeland	2017	1181	6	3
Personer	11490603 Stangeland	2018	1136	6	3
Personer	11490603 Stangeland	2019	1136	6	3
Personer	11490603 Stangeland	2020	1153	6	3
Personer	11490603 Stangeland	2021	1156	6	3
Personer	11490603 Stangeland	2022	1157	6	3
Personer	11490603 Stangeland	2023	1175	6	3
Personer	11490604 Liar	2000	634	6	3
Personer	11490604 Liar	2001	623	6	3
Personer	11490604 Liar	2002	606	6	3
Personer	11490604 Liar	2003	599	6	3
Personer	11490604 Liar	2004	591	6	3
Personer	11490604 Liar	2005	573	6	3
Personer	11490604 Liar	2006	591	6	3
Personer	11490604 Liar	2007	592	6	3
Personer	11490604 Liar	2008	613	6	3
Personer	11490604 Liar	2009	636	6	3
Personer	11490604 Liar	2010	635	6	3
Personer	11490604 Liar	2011	612	6	3
Personer	11490604 Liar	2012	619	6	3
Personer	11490604 Liar	2013	636	6	3
Personer	11490604 Liar	2014	623	6	3
Personer	11490604 Liar	2015	621	6	3
Personer	11490604 Liar	2016	619	6	3
Personer	11490604 Liar	2017	594	6	3
Personer	11490604 Liar	2018	586	6	3
Personer	11490604 Liar	2019	573	6	3
Personer	11490604 Liar	2020	572	6	3
Personer	11490604 Liar	2021	554	6	3
Personer	11490604 Liar	2022	557	6	3
Personer	11490604 Liar	2023	535	6	3
Personer	11490605 Kalvatre	2000	693	6	3
Personer	11490605 Kalvatre	2001	719	6	3
Personer	11490605 Kalvatre	2002	706	6	3
Personer	11490605 Kalvatre	2003	707	6	3
Personer	11490605 Kalvatre	2004	701	6	3
Personer	11490605 Kalvatre	2005	741	6	3
Personer	11490605 Kalvatre	2006	757	6	3
Personer	11490605 Kalvatre	2007	761	6	3
Personer	11490605 Kalvatre	2008	797	6	3
Personer	11490605 Kalvatre	2009	789	6	3
Personer	11490605 Kalvatre	2010	807	6	3
Personer	11490605 Kalvatre	2011	851	6	3
Personer	11490605 Kalvatre	2012	849	6	3
Personer	11490605 Kalvatre	2013	881	6	3
Personer	11490605 Kalvatre	2014	951	6	3
Personer	11490605 Kalvatre	2015	958	6	3
Personer	11490605 Kalvatre	2016	956	6	3
Personer	11490605 Kalvatre	2017	980	6	3
Personer	11490605 Kalvatre	2018	991	6	3
Personer	11490605 Kalvatre	2019	1007	6	3
Personer	11490605 Kalvatre	2020	994	6	3
Personer	11490605 Kalvatre	2021	975	6	3
Personer	11490605 Kalvatre	2022	985	6	3
Personer	11490605 Kalvatre	2023	993	6	3
Personer	11490606 Kopervik Sentrum	2000	681	6	3
Personer	11490606 Kopervik Sentrum	2001	698	6	3
Personer	11490606 Kopervik Sentrum	2002	719	6	3
Personer	11490606 Kopervik Sentrum	2003	713	6	3
Personer	11490606 Kopervik Sentrum	2004	722	6	3
Personer	11490606 Kopervik Sentrum	2005	731	6	3
Personer	11490606 Kopervik Sentrum	2006	758	6	3
Personer	11490606 Kopervik Sentrum	2007	750	6	3
Personer	11490606 Kopervik Sentrum	2008	759	6	3
Personer	11490606 Kopervik Sentrum	2009	776	6	3
Personer	11490606 Kopervik Sentrum	2010	725	6	3
Personer	11490606 Kopervik Sentrum	2011	758	6	3
Personer	11490606 Kopervik Sentrum	2012	799	6	3
Personer	11490606 Kopervik Sentrum	2013	834	6	3
Personer	11490606 Kopervik Sentrum	2014	863	6	3
Personer	11490606 Kopervik Sentrum	2015	885	6	3
Personer	11490606 Kopervik Sentrum	2016	869	6	3
Personer	11490606 Kopervik Sentrum	2017	833	6	3
Personer	11490606 Kopervik Sentrum	2018	851	6	3
Personer	11490606 Kopervik Sentrum	2019	834	6	3
Personer	11490606 Kopervik Sentrum	2020	825	6	3
Personer	11490606 Kopervik Sentrum	2021	834	6	3
Personer	11490606 Kopervik Sentrum	2022	819	6	3
Personer	11490606 Kopervik Sentrum	2023	855	6	3
Personer	11490607 Nordre Side	2000	359	6	3
Personer	11490607 Nordre Side	2001	327	6	3
Personer	11490607 Nordre Side	2002	343	6	3
Personer	11490607 Nordre Side	2003	359	6	3
Personer	11490607 Nordre Side	2004	353	6	3
Personer	11490607 Nordre Side	2005	376	6	3
Personer	11490607 Nordre Side	2006	371	6	3
Personer	11490607 Nordre Side	2007	373	6	3
Personer	11490607 Nordre Side	2008	387	6	3
Personer	11490607 Nordre Side	2009	368	6	3
Personer	11490607 Nordre Side	2010	348	6	3
Personer	11490607 Nordre Side	2011	381	6	3
Personer	11490607 Nordre Side	2012	400	6	3
Personer	11490607 Nordre Side	2013	418	6	3
Personer	11490607 Nordre Side	2014	412	6	3
Personer	11490607 Nordre Side	2015	425	6	3
Personer	11490607 Nordre Side	2016	418	6	3
Personer	11490607 Nordre Side	2017	413	6	3
Personer	11490607 Nordre Side	2018	430	6	3
Personer	11490607 Nordre Side	2019	430	6	3
Personer	11490607 Nordre Side	2020	421	6	3
Personer	11490607 Nordre Side	2021	426	6	3
Personer	11490607 Nordre Side	2022	437	6	3
Personer	11490607 Nordre Side	2023	437	6	3
Personer	11490608 Østremneset	2000	960	6	3
Personer	11490608 Østremneset	2001	987	6	3
Personer	11490608 Østremneset	2002	983	6	3
Personer	11490608 Østremneset	2003	966	6	3
Personer	11490608 Østremneset	2004	942	6	3
Personer	11490608 Østremneset	2005	885	6	3
Personer	11490608 Østremneset	2006	878	6	3
Personer	11490608 Østremneset	2007	865	6	3
Personer	11490608 Østremneset	2008	910	6	3
Personer	11490608 Østremneset	2009	932	6	3
Personer	11490608 Østremneset	2010	944	6	3
Personer	11490608 Østremneset	2011	933	6	3
Personer	11490608 Østremneset	2012	950	6	3
Personer	11490608 Østremneset	2013	935	6	3
Personer	11490608 Østremneset	2014	935	6	3
Personer	11490608 Østremneset	2015	903	6	3
Personer	11490608 Østremneset	2016	873	6	3
Personer	11490608 Østremneset	2017	893	6	3
Personer	11490608 Østremneset	2018	875	6	3
Personer	11490608 Østremneset	2019	881	6	3
Personer	11490608 Østremneset	2020	883	6	3
Personer	11490608 Østremneset	2021	888	6	3
Personer	11490608 Østremneset	2022	841	6	3
Personer	11490608 Østremneset	2023	842	6	3
Personer	11490609 Eide	2000	375	6	3
Personer	11490609 Eide	2001	370	6	3
Personer	11490609 Eide	2002	382	6	3
Personer	11490609 Eide	2003	410	6	3
Personer	11490609 Eide	2004	436	6	3
Personer	11490609 Eide	2005	471	6	3
Personer	11490609 Eide	2006	468	6	3
Personer	11490609 Eide	2007	503	6	3
Personer	11490609 Eide	2008	518	6	3
Personer	11490609 Eide	2009	542	6	3
Personer	11490609 Eide	2010	582	6	3
Personer	11490609 Eide	2011	620	6	3
Personer	11490609 Eide	2012	651	6	3
Personer	11490609 Eide	2013	668	6	3
Personer	11490609 Eide	2014	705	6	3
Personer	11490609 Eide	2015	755	6	3
Personer	11490609 Eide	2016	802	6	3
Personer	11490609 Eide	2017	805	6	3
Personer	11490609 Eide	2018	830	6	3
Personer	11490609 Eide	2019	807	6	3
Personer	11490609 Eide	2020	800	6	3
Personer	11490609 Eide	2021	780	6	3
Personer	11490609 Eide	2022	783	6	3
Personer	11490609 Eide	2023	780	6	3
Personer	11490610 Brekke	2000	421	6	3
Personer	11490610 Brekke	2001	424	6	3
Personer	11490610 Brekke	2002	428	6	3
Personer	11490610 Brekke	2003	429	6	3
Personer	11490610 Brekke	2004	427	6	3
Personer	11490610 Brekke	2005	430	6	3
Personer	11490610 Brekke	2006	444	6	3
Personer	11490610 Brekke	2007	433	6	3
Personer	11490610 Brekke	2008	435	6	3
Personer	11490610 Brekke	2009	450	6	3
Personer	11490610 Brekke	2010	459	6	3
Personer	11490610 Brekke	2011	454	6	3
Personer	11490610 Brekke	2012	479	6	3
Personer	11490610 Brekke	2013	503	6	3
Personer	11490610 Brekke	2014	509	6	3
Personer	11490610 Brekke	2015	518	6	3
Personer	11490610 Brekke	2016	511	6	3
Personer	11490610 Brekke	2017	521	6	3
Personer	11490610 Brekke	2018	532	6	3
Personer	11490610 Brekke	2019	539	6	3
Personer	11490610 Brekke	2020	518	6	3
Personer	11490610 Brekke	2021	509	6	3
Personer	11490610 Brekke	2022	505	6	3
Personer	11490610 Brekke	2023	501	6	3
Personer	11490701 Østrem	2000	579	7	3
Personer	11490701 Østrem	2001	573	7	3
Personer	11490701 Østrem	2002	575	7	3
Personer	11490701 Østrem	2003	569	7	3
Personer	11490701 Østrem	2004	574	7	3
Personer	11490701 Østrem	2005	609	7	3
Personer	11490701 Østrem	2006	720	7	3
Personer	11490701 Østrem	2007	714	7	3
Personer	11490701 Østrem	2008	721	7	3
Personer	11490701 Østrem	2009	726	7	3
Personer	11490701 Østrem	2010	731	7	3
Personer	11490701 Østrem	2011	753	7	3
Personer	11490701 Østrem	2012	746	7	3
Personer	11490701 Østrem	2013	748	7	3
Personer	11490701 Østrem	2014	759	7	3
Personer	11490701 Østrem	2015	774	7	3
Personer	11490701 Østrem	2016	767	7	3
Personer	11490701 Østrem	2017	750	7	3
Personer	11490701 Østrem	2018	761	7	3
Personer	11490701 Østrem	2019	773	7	3
Personer	11490701 Østrem	2020	761	7	3
Personer	11490701 Østrem	2021	797	7	3
Personer	11490701 Østrem	2022	783	7	3
Personer	11490701 Østrem	2023	791	7	3
Personer	11490702 Bygnes	2000	151	7	3
Personer	11490702 Bygnes	2001	150	7	3
Personer	11490702 Bygnes	2002	141	7	3
Personer	11490702 Bygnes	2003	136	7	3
Personer	11490702 Bygnes	2004	129	7	3
Personer	11490702 Bygnes	2005	138	7	3
Personer	11490702 Bygnes	2006	126	7	3
Personer	11490702 Bygnes	2007	123	7	3
Personer	11490702 Bygnes	2008	130	7	3
Personer	11490702 Bygnes	2009	136	7	3
Personer	11490702 Bygnes	2010	130	7	3
Personer	11490702 Bygnes	2011	126	7	3
Personer	11490702 Bygnes	2012	120	7	3
Personer	11490702 Bygnes	2013	129	7	3
Personer	11490702 Bygnes	2014	145	7	3
Personer	11490702 Bygnes	2015	139	7	3
Personer	11490702 Bygnes	2016	123	7	3
Personer	11490702 Bygnes	2017	123	7	3
Personer	11490702 Bygnes	2018	122	7	3
Personer	11490702 Bygnes	2019	125	7	3
Personer	11490702 Bygnes	2020	125	7	3
Personer	11490702 Bygnes	2021	120	7	3
Personer	11490702 Bygnes	2022	127	7	3
Personer	11490702 Bygnes	2023	127	7	3
Personer	11490703 Skår	2000	500	7	3
Personer	11490703 Skår	2001	484	7	3
Personer	11490703 Skår	2002	494	7	3
Personer	11490703 Skår	2003	498	7	3
Personer	11490703 Skår	2004	476	7	3
Personer	11490703 Skår	2005	491	7	3
Personer	11490703 Skår	2006	470	7	3
Personer	11490703 Skår	2007	514	7	3
Personer	11490703 Skår	2008	531	7	3
Personer	11490703 Skår	2009	520	7	3
Personer	11490703 Skår	2010	529	7	3
Personer	11490703 Skår	2011	550	7	3
Personer	11490703 Skår	2012	554	7	3
Personer	11490703 Skår	2013	574	7	3
Personer	11490703 Skår	2014	569	7	3
Personer	11490703 Skår	2015	581	7	3
Personer	11490703 Skår	2016	576	7	3
Personer	11490703 Skår	2017	577	7	3
Personer	11490703 Skår	2018	574	7	3
Personer	11490703 Skår	2019	592	7	3
Personer	11490703 Skår	2020	586	7	3
Personer	11490703 Skår	2021	609	7	3
Personer	11490703 Skår	2022	631	7	3
Personer	11490703 Skår	2023	636	7	3
Personer	11490704 Sund	2000	212	7	3
Personer	11490704 Sund	2001	216	7	3
Personer	11490704 Sund	2002	225	7	3
Personer	11490704 Sund	2003	223	7	3
Personer	11490704 Sund	2004	223	7	3
Personer	11490704 Sund	2005	216	7	3
Personer	11490704 Sund	2006	215	7	3
Personer	11490704 Sund	2007	204	7	3
Personer	11490704 Sund	2008	206	7	3
Personer	11490704 Sund	2009	219	7	3
Personer	11490704 Sund	2010	222	7	3
Personer	11490704 Sund	2011	231	7	3
Personer	11490704 Sund	2012	243	7	3
Personer	11490704 Sund	2013	234	7	3
Personer	11490704 Sund	2014	234	7	3
Personer	11490704 Sund	2015	233	7	3
Personer	11490704 Sund	2016	238	7	3
Personer	11490704 Sund	2017	233	7	3
Personer	11490704 Sund	2018	222	7	3
Personer	11490704 Sund	2019	224	7	3
Personer	11490704 Sund	2020	225	7	3
Personer	11490704 Sund	2021	224	7	3
Personer	11490704 Sund	2022	220	7	3
Personer	11490704 Sund	2023	215	7	3
Personer	11490705 Vorå	2000	342	7	3
Personer	11490705 Vorå	2001	344	7	3
Personer	11490705 Vorå	2002	347	7	3
Personer	11490705 Vorå	2003	346	7	3
Personer	11490705 Vorå	2004	335	7	3
Personer	11490705 Vorå	2005	342	7	3
Personer	11490705 Vorå	2006	347	7	3
Personer	11490705 Vorå	2007	342	7	3
Personer	11490705 Vorå	2008	326	7	3
Personer	11490705 Vorå	2009	320	7	3
Personer	11490705 Vorå	2010	335	7	3
Personer	11490705 Vorå	2011	348	7	3
Personer	11490705 Vorå	2012	341	7	3
Personer	11490705 Vorå	2013	346	7	3
Personer	11490705 Vorå	2014	352	7	3
Personer	11490705 Vorå	2015	334	7	3
Personer	11490705 Vorå	2016	336	7	3
Personer	11490705 Vorå	2017	338	7	3
Personer	11490705 Vorå	2018	329	7	3
Personer	11490705 Vorå	2019	334	7	3
Personer	11490705 Vorå	2020	339	7	3
Personer	11490705 Vorå	2021	327	7	3
Personer	11490705 Vorå	2022	325	7	3
Personer	11490705 Vorå	2023	318	7	3
Personer	11490706 Kolstø	2000	780	7	3
Personer	11490706 Kolstø	2001	750	7	3
Personer	11490706 Kolstø	2002	764	7	3
Personer	11490706 Kolstø	2003	749	7	3
Personer	11490706 Kolstø	2004	739	7	3
Personer	11490706 Kolstø	2005	727	7	3
Personer	11490706 Kolstø	2006	769	7	3
Personer	11490706 Kolstø	2007	773	7	3
Personer	11490706 Kolstø	2008	773	7	3
Personer	11490706 Kolstø	2009	756	7	3
Personer	11490706 Kolstø	2010	765	7	3
Personer	11490706 Kolstø	2011	783	7	3
Personer	11490706 Kolstø	2012	781	7	3
Personer	11490706 Kolstø	2013	763	7	3
Personer	11490706 Kolstø	2014	779	7	3
Personer	11490706 Kolstø	2015	811	7	3
Personer	11490706 Kolstø	2016	820	7	3
Personer	11490706 Kolstø	2017	806	7	3
Personer	11490706 Kolstø	2018	792	7	3
Personer	11490706 Kolstø	2019	802	7	3
Personer	11490706 Kolstø	2020	755	7	3
Personer	11490706 Kolstø	2021	758	7	3
Personer	11490706 Kolstø	2022	752	7	3
Personer	11490706 Kolstø	2023	776	7	3
Personer	11490801 Kvalavåg	2000	264	8	4
Personer	11490801 Kvalavåg	2001	271	8	4
Personer	11490801 Kvalavåg	2002	264	8	4
Personer	11490801 Kvalavåg	2003	257	8	4
Personer	11490801 Kvalavåg	2004	257	8	4
Personer	11490801 Kvalavåg	2005	254	8	4
Personer	11490801 Kvalavåg	2006	262	8	4
Personer	11490801 Kvalavåg	2007	276	8	4
Personer	11490801 Kvalavåg	2008	287	8	4
Personer	11490801 Kvalavåg	2009	311	8	4
Personer	11490801 Kvalavåg	2010	327	8	4
Personer	11490801 Kvalavåg	2011	323	8	4
Personer	11490801 Kvalavåg	2012	320	8	4
Personer	11490801 Kvalavåg	2013	345	8	4
Personer	11490801 Kvalavåg	2014	347	8	4
Personer	11490801 Kvalavåg	2015	343	8	4
Personer	11490801 Kvalavåg	2016	347	8	4
Personer	11490801 Kvalavåg	2017	338	8	4
Personer	11490801 Kvalavåg	2018	358	8	4
Personer	11490801 Kvalavåg	2019	344	8	4
Personer	11490801 Kvalavåg	2020	334	8	4
Personer	11490801 Kvalavåg	2021	340	8	4
Personer	11490801 Kvalavåg	2022	338	8	4
Personer	11490801 Kvalavåg	2023	337	8	4
Personer	11490802 Visnes	2000	684	8	4
Personer	11490802 Visnes	2001	667	8	4
Personer	11490802 Visnes	2002	663	8	4
Personer	11490802 Visnes	2003	648	8	4
Personer	11490802 Visnes	2004	665	8	4
Personer	11490802 Visnes	2005	675	8	4
Personer	11490802 Visnes	2006	689	8	4
Personer	11490802 Visnes	2007	668	8	4
