region	alder	statistikkvariabel	ar	kjonn	04362: Befolkning,
11490403 Langåker - Kvilhaug	30-49 år	Personer	2024	Menn	48
11490403 Langåker - Kvilhaug	30-49 år	Personer	2024	Kvinner	36
11490403 Langåker - Kvilhaug	50-59 år	Personer	2024	Menn	40
11490403 Langåker - Kvilhaug	50-59 år	Personer	2024	Kvinner	31
11490403 Langåker - Kvilhaug	60-66 år	Personer	2024	Menn	12
11490403 Langåker - Kvilhaug	60-66 år	Personer	2024	Kvinner	7
11490403 Langåker - Kvilhaug	67-69 år	Personer	2024	Menn	8
11490403 Langåker - Kvilhaug	67-69 år	Personer	2024	Kvinner	5
11490403 Langåker - Kvilhaug	70-79 år	Personer	2024	Menn	19
11490403 Langåker - Kvilhaug	70-79 år	Personer	2024	Kvinner	25
11490403 Langåker - Kvilhaug	80 år eller eldre	Personer	2024	Menn	12
11490403 Langåker - Kvilhaug	80 år eller eldre	Personer	2024	Kvinner	16
11490404 Hemnes - Sandhåland	0-5 år	Personer	2024	Menn	4
11490404 Hemnes - Sandhåland	0-5 år	Personer	2024	Kvinner	7
11490404 Hemnes - Sandhåland	6-15 år	Personer	2024	Menn	12
11490404 Hemnes - Sandhåland	6-15 år	Personer	2024	Kvinner	10
11490404 Hemnes - Sandhåland	16-19 år	Personer	2024	Menn	4
11490404 Hemnes - Sandhåland	16-19 år	Personer	2024	Kvinner	8
11490404 Hemnes - Sandhåland	20-24 år	Personer	2024	Menn	9
11490404 Hemnes - Sandhåland	20-24 år	Personer	2024	Kvinner	4
11490404 Hemnes - Sandhåland	25-29 år	Personer	2024	Menn	5
11490404 Hemnes - Sandhåland	25-29 år	Personer	2024	Kvinner	7
11490404 Hemnes - Sandhåland	30-49 år	Personer	2024	Menn	35
11490404 Hemnes - Sandhåland	30-49 år	Personer	2024	Kvinner	21
11490404 Hemnes - Sandhåland	50-59 år	Personer	2024	Menn	26
11490404 Hemnes - Sandhåland	50-59 år	Personer	2024	Kvinner	19
11490404 Hemnes - Sandhåland	60-66 år	Personer	2024	Menn	18
11490404 Hemnes - Sandhåland	60-66 år	Personer	2024	Kvinner	10
11490404 Hemnes - Sandhåland	67-69 år	Personer	2024	Menn	7
11490404 Hemnes - Sandhåland	67-69 år	Personer	2024	Kvinner	5
11490404 Hemnes - Sandhåland	70-79 år	Personer	2024	Menn	10
11490404 Hemnes - Sandhåland	70-79 år	Personer	2024	Kvinner	13
11490404 Hemnes - Sandhåland	80 år eller eldre	Personer	2024	Menn	3
11490404 Hemnes - Sandhåland	80 år eller eldre	Personer	2024	Kvinner	9
11490501 Vikra	0-5 år	Personer	2024	Menn	10
11490501 Vikra	0-5 år	Personer	2024	Kvinner	9
11490501 Vikra	6-15 år	Personer	2024	Menn	12
11490501 Vikra	6-15 år	Personer	2024	Kvinner	16
11490501 Vikra	16-19 år	Personer	2024	Menn	4
11490501 Vikra	16-19 år	Personer	2024	Kvinner	0
11490501 Vikra	20-24 år	Personer	2024	Menn	0
11490501 Vikra	20-24 år	Personer	2024	Kvinner	5
11490501 Vikra	25-29 år	Personer	2024	Menn	9
11490501 Vikra	25-29 år	Personer	2024	Kvinner	9
11490501 Vikra	30-49 år	Personer	2024	Menn	33
11490501 Vikra	30-49 år	Personer	2024	Kvinner	27
11490501 Vikra	50-59 år	Personer	2024	Menn	13
11490501 Vikra	50-59 år	Personer	2024	Kvinner	15
11490501 Vikra	60-66 år	Personer	2024	Menn	10
11490501 Vikra	60-66 år	Personer	2024	Kvinner	6
11490501 Vikra	67-69 år	Personer	2024	Menn	4
11490501 Vikra	67-69 år	Personer	2024	Kvinner	5
11490501 Vikra	70-79 år	Personer	2024	Menn	13
11490501 Vikra	70-79 år	Personer	2024	Kvinner	12
11490501 Vikra	80 år eller eldre	Personer	2024	Menn	3
11490501 Vikra	80 år eller eldre	Personer	2024	Kvinner	3
11490502 Sandve	0-5 år	Personer	2024	Menn	5
11490502 Sandve	0-5 år	Personer	2024	Kvinner	0
11490502 Sandve	6-15 år	Personer	2024	Menn	17
11490502 Sandve	6-15 år	Personer	2024	Kvinner	12
11490502 Sandve	16-19 år	Personer	2024	Menn	10
11490502 Sandve	16-19 år	Personer	2024	Kvinner	9
11490502 Sandve	20-24 år	Personer	2024	Menn	9
11490502 Sandve	20-24 år	Personer	2024	Kvinner	3
11490502 Sandve	25-29 år	Personer	2024	Menn	3
11490502 Sandve	25-29 år	Personer	2024	Kvinner	4
11490502 Sandve	30-49 år	Personer	2024	Menn	25
11490502 Sandve	30-49 år	Personer	2024	Kvinner	26
11490502 Sandve	50-59 år	Personer	2024	Menn	17
11490502 Sandve	50-59 år	Personer	2024	Kvinner	13
11490502 Sandve	60-66 år	Personer	2024	Menn	5
11490502 Sandve	60-66 år	Personer	2024	Kvinner	5
11490502 Sandve	67-69 år	Personer	2024	Menn	5
11490502 Sandve	67-69 år	Personer	2024	Kvinner	4
11490502 Sandve	70-79 år	Personer	2024	Menn	26
11490502 Sandve	70-79 år	Personer	2024	Kvinner	17
11490502 Sandve	80 år eller eldre	Personer	2024	Menn	3
11490502 Sandve	80 år eller eldre	Personer	2024	Kvinner	7
11490503 Syre	0-5 år	Personer	2024	Menn	13
11490503 Syre	0-5 år	Personer	2024	Kvinner	11
11490503 Syre	6-15 år	Personer	2024	Menn	30
11490503 Syre	6-15 år	Personer	2024	Kvinner	24
11490503 Syre	16-19 år	Personer	2024	Menn	9
11490503 Syre	16-19 år	Personer	2024	Kvinner	5
11490503 Syre	20-24 år	Personer	2024	Menn	6
11490503 Syre	20-24 år	Personer	2024	Kvinner	9
11490503 Syre	25-29 år	Personer	2024	Menn	4
11490503 Syre	25-29 år	Personer	2024	Kvinner	7
11490503 Syre	30-49 år	Personer	2024	Menn	53
11490503 Syre	30-49 år	Personer	2024	Kvinner	46
11490503 Syre	50-59 år	Personer	2024	Menn	25
11490503 Syre	50-59 år	Personer	2024	Kvinner	16
11490503 Syre	60-66 år	Personer	2024	Menn	11
11490503 Syre	60-66 år	Personer	2024	Kvinner	13
11490503 Syre	67-69 år	Personer	2024	Menn	7
11490503 Syre	67-69 år	Personer	2024	Kvinner	9
11490503 Syre	70-79 år	Personer	2024	Menn	34
11490503 Syre	70-79 år	Personer	2024	Kvinner	26
11490503 Syre	80 år eller eldre	Personer	2024	Menn	7
11490503 Syre	80 år eller eldre	Personer	2024	Kvinner	8
11490504 Breidablikk	0-5 år	Personer	2024	Menn	7
11490504 Breidablikk	0-5 år	Personer	2024	Kvinner	6
11490504 Breidablikk	6-15 år	Personer	2024	Menn	27
11490504 Breidablikk	6-15 år	Personer	2024	Kvinner	17
11490504 Breidablikk	16-19 år	Personer	2024	Menn	5
11490504 Breidablikk	16-19 år	Personer	2024	Kvinner	5
11490504 Breidablikk	20-24 år	Personer	2024	Menn	7
11490504 Breidablikk	20-24 år	Personer	2024	Kvinner	4
11490504 Breidablikk	25-29 år	Personer	2024	Menn	9
11490504 Breidablikk	25-29 år	Personer	2024	Kvinner	11
11490504 Breidablikk	30-49 år	Personer	2024	Menn	47
11490504 Breidablikk	30-49 år	Personer	2024	Kvinner	43
11490504 Breidablikk	50-59 år	Personer	2024	Menn	24
11490504 Breidablikk	50-59 år	Personer	2024	Kvinner	19
11490504 Breidablikk	60-66 år	Personer	2024	Menn	8
11490504 Breidablikk	60-66 år	Personer	2024	Kvinner	6
11490504 Breidablikk	67-69 år	Personer	2024	Menn	5
11490504 Breidablikk	67-69 år	Personer	2024	Kvinner	6
11490504 Breidablikk	70-79 år	Personer	2024	Menn	14
11490504 Breidablikk	70-79 år	Personer	2024	Kvinner	13
11490504 Breidablikk	80 år eller eldre	Personer	2024	Menn	10
11490504 Breidablikk	80 år eller eldre	Personer	2024	Kvinner	25
11490505 Hålandshøgda	0-5 år	Personer	2024	Menn	25
11490505 Hålandshøgda	0-5 år	Personer	2024	Kvinner	23
11490505 Hålandshøgda	6-15 år	Personer	2024	Menn	40
11490505 Hålandshøgda	6-15 år	Personer	2024	Kvinner	43
11490505 Hålandshøgda	16-19 år	Personer	2024	Menn	11
11490505 Hålandshøgda	16-19 år	Personer	2024	Kvinner	16
11490505 Hålandshøgda	20-24 år	Personer	2024	Menn	14
11490505 Hålandshøgda	20-24 år	Personer	2024	Kvinner	21
11490505 Hålandshøgda	25-29 år	Personer	2024	Menn	18
11490505 Hålandshøgda	25-29 år	Personer	2024	Kvinner	16
11490505 Hålandshøgda	30-49 år	Personer	2024	Menn	80
11490505 Hålandshøgda	30-49 år	Personer	2024	Kvinner	75
11490505 Hålandshøgda	50-59 år	Personer	2024	Menn	47
11490505 Hålandshøgda	50-59 år	Personer	2024	Kvinner	50
11490505 Hålandshøgda	60-66 år	Personer	2024	Menn	21
11490505 Hålandshøgda	60-66 år	Personer	2024	Kvinner	24
11490505 Hålandshøgda	67-69 år	Personer	2024	Menn	5
11490505 Hålandshøgda	67-69 år	Personer	2024	Kvinner	3
11490505 Hålandshøgda	70-79 år	Personer	2024	Menn	19
11490505 Hålandshøgda	70-79 år	Personer	2024	Kvinner	27
11490505 Hålandshøgda	80 år eller eldre	Personer	2024	Menn	9
11490505 Hålandshøgda	80 år eller eldre	Personer	2024	Kvinner	14
11490506 Vågen - Varden	0-5 år	Personer	2024	Menn	3
11490506 Vågen - Varden	0-5 år	Personer	2024	Kvinner	11
11490506 Vågen - Varden	6-15 år	Personer	2024	Menn	19
11490506 Vågen - Varden	6-15 år	Personer	2024	Kvinner	26
11490506 Vågen - Varden	16-19 år	Personer	2024	Menn	10
11490506 Vågen - Varden	16-19 år	Personer	2024	Kvinner	8
11490506 Vågen - Varden	20-24 år	Personer	2024	Menn	5
11490506 Vågen - Varden	20-24 år	Personer	2024	Kvinner	8
11490506 Vågen - Varden	25-29 år	Personer	2024	Menn	4
11490506 Vågen - Varden	25-29 år	Personer	2024	Kvinner	3
11490506 Vågen - Varden	30-49 år	Personer	2024	Menn	32
11490506 Vågen - Varden	30-49 år	Personer	2024	Kvinner	37
11490506 Vågen - Varden	50-59 år	Personer	2024	Menn	19
11490506 Vågen - Varden	50-59 år	Personer	2024	Kvinner	14
11490506 Vågen - Varden	60-66 år	Personer	2024	Menn	11
11490506 Vågen - Varden	60-66 år	Personer	2024	Kvinner	13
11490506 Vågen - Varden	67-69 år	Personer	2024	Menn	3
11490506 Vågen - Varden	67-69 år	Personer	2024	Kvinner	4
11490506 Vågen - Varden	70-79 år	Personer	2024	Menn	16
11490506 Vågen - Varden	70-79 år	Personer	2024	Kvinner	22
11490506 Vågen - Varden	80 år eller eldre	Personer	2024	Menn	7
11490506 Vågen - Varden	80 år eller eldre	Personer	2024	Kvinner	7
11490507 Skudeneshavn	0-5 år	Personer	2024	Menn	16
11490507 Skudeneshavn	0-5 år	Personer	2024	Kvinner	16
11490507 Skudeneshavn	6-15 år	Personer	2024	Menn	43
11490507 Skudeneshavn	6-15 år	Personer	2024	Kvinner	37
11490507 Skudeneshavn	16-19 år	Personer	2024	Menn	11
11490507 Skudeneshavn	16-19 år	Personer	2024	Kvinner	13
11490507 Skudeneshavn	20-24 år	Personer	2024	Menn	24
11490507 Skudeneshavn	20-24 år	Personer	2024	Kvinner	17
11490507 Skudeneshavn	25-29 år	Personer	2024	Menn	24
11490507 Skudeneshavn	25-29 år	Personer	2024	Kvinner	11
11490507 Skudeneshavn	30-49 år	Personer	2024	Menn	74
11490507 Skudeneshavn	30-49 år	Personer	2024	Kvinner	87
11490507 Skudeneshavn	50-59 år	Personer	2024	Menn	60
11490507 Skudeneshavn	50-59 år	Personer	2024	Kvinner	62
11490507 Skudeneshavn	60-66 år	Personer	2024	Menn	36
11490507 Skudeneshavn	60-66 år	Personer	2024	Kvinner	33
11490507 Skudeneshavn	67-69 år	Personer	2024	Menn	15
11490507 Skudeneshavn	67-69 år	Personer	2024	Kvinner	25
11490507 Skudeneshavn	70-79 år	Personer	2024	Menn	60
11490507 Skudeneshavn	70-79 år	Personer	2024	Kvinner	54
11490507 Skudeneshavn	80 år eller eldre	Personer	2024	Menn	29
11490507 Skudeneshavn	80 år eller eldre	Personer	2024	Kvinner	43
11490508 Vigevågen	0-5 år	Personer	2024	Menn	18
11490508 Vigevågen	0-5 år	Personer	2024	Kvinner	17
11490508 Vigevågen	6-15 år	Personer	2024	Menn	38
11490508 Vigevågen	6-15 år	Personer	2024	Kvinner	40
11490508 Vigevågen	16-19 år	Personer	2024	Menn	16
11490508 Vigevågen	16-19 år	Personer	2024	Kvinner	18
11490508 Vigevågen	20-24 år	Personer	2024	Menn	17
11490508 Vigevågen	20-24 år	Personer	2024	Kvinner	20
11490508 Vigevågen	25-29 år	Personer	2024	Menn	17
11490508 Vigevågen	25-29 år	Personer	2024	Kvinner	11
11490508 Vigevågen	30-49 år	Personer	2024	Menn	71
11490508 Vigevågen	30-49 år	Personer	2024	Kvinner	76
11490508 Vigevågen	50-59 år	Personer	2024	Menn	51
11490508 Vigevågen	50-59 år	Personer	2024	Kvinner	48
11490508 Vigevågen	60-66 år	Personer	2024	Menn	36
11490508 Vigevågen	60-66 år	Personer	2024	Kvinner	39
11490508 Vigevågen	67-69 år	Personer	2024	Menn	16
11490508 Vigevågen	67-69 år	Personer	2024	Kvinner	14
11490508 Vigevågen	70-79 år	Personer	2024	Menn	25
11490508 Vigevågen	70-79 år	Personer	2024	Kvinner	26
11490508 Vigevågen	80 år eller eldre	Personer	2024	Menn	14
11490508 Vigevågen	80 år eller eldre	Personer	2024	Kvinner	19
11490509 Vik	0-5 år	Personer	2024	Menn	18
11490509 Vik	0-5 år	Personer	2024	Kvinner	12
11490509 Vik	6-15 år	Personer	2024	Menn	27
11490509 Vik	6-15 år	Personer	2024	Kvinner	24
11490509 Vik	16-19 år	Personer	2024	Menn	12
11490509 Vik	16-19 år	Personer	2024	Kvinner	10
11490509 Vik	20-24 år	Personer	2024	Menn	16
11490509 Vik	20-24 år	Personer	2024	Kvinner	15
11490509 Vik	25-29 år	Personer	2024	Menn	6
11490509 Vik	25-29 år	Personer	2024	Kvinner	9
11490509 Vik	30-49 år	Personer	2024	Menn	58
11490509 Vik	30-49 år	Personer	2024	Kvinner	51
11490509 Vik	50-59 år	Personer	2024	Menn	40
11490509 Vik	50-59 år	Personer	2024	Kvinner	31
11490509 Vik	60-66 år	Personer	2024	Menn	14
11490509 Vik	60-66 år	Personer	2024	Kvinner	13
11490509 Vik	67-69 år	Personer	2024	Menn	3
11490509 Vik	67-69 år	Personer	2024	Kvinner	11
11490509 Vik	70-79 år	Personer	2024	Menn	20
11490509 Vik	70-79 år	Personer	2024	Kvinner	27
11490509 Vik	80 år eller eldre	Personer	2024	Menn	13
11490509 Vik	80 år eller eldre	Personer	2024	Kvinner	11
11490510 Falnes	0-5 år	Personer	2024	Menn	0
11490510 Falnes	0-5 år	Personer	2024	Kvinner	0
11490510 Falnes	6-15 år	Personer	2024	Menn	4
11490510 Falnes	6-15 år	Personer	2024	Kvinner	6
11490510 Falnes	16-19 år	Personer	2024	Menn	4
11490510 Falnes	16-19 år	Personer	2024	Kvinner	0
11490510 Falnes	20-24 år	Personer	2024	Menn	0
11490510 Falnes	20-24 år	Personer	2024	Kvinner	3
11490510 Falnes	25-29 år	Personer	2024	Menn	0
11490510 Falnes	25-29 år	Personer	2024	Kvinner	0
11490510 Falnes	30-49 år	Personer	2024	Menn	6
11490510 Falnes	30-49 år	Personer	2024	Kvinner	8
11490510 Falnes	50-59 år	Personer	2024	Menn	3
11490510 Falnes	50-59 år	Personer	2024	Kvinner	3
11490510 Falnes	60-66 år	Personer	2024	Menn	6
11490510 Falnes	60-66 år	Personer	2024	Kvinner	5
11490510 Falnes	67-69 år	Personer	2024	Menn	3
11490510 Falnes	67-69 år	Personer	2024	Kvinner	0
11490510 Falnes	70-79 år	Personer	2024	Menn	3
11490510 Falnes	70-79 år	Personer	2024	Kvinner	5
11490510 Falnes	80 år eller eldre	Personer	2024	Menn	3
11490510 Falnes	80 år eller eldre	Personer	2024	Kvinner	0
11490511 Hillesland	0-5 år	Personer	2024	Menn	0
11490511 Hillesland	0-5 år	Personer	2024	Kvinner	0
11490511 Hillesland	6-15 år	Personer	2024	Menn	3
11490511 Hillesland	6-15 år	Personer	2024	Kvinner	0
11490511 Hillesland	16-19 år	Personer	2024	Menn	0
11490511 Hillesland	16-19 år	Personer	2024	Kvinner	3
11490511 Hillesland	20-24 år	Personer	2024	Menn	0
11490511 Hillesland	20-24 år	Personer	2024	Kvinner	0
11490511 Hillesland	25-29 år	Personer	2024	Menn	3
11490511 Hillesland	25-29 år	Personer	2024	Kvinner	0
11490511 Hillesland	30-49 år	Personer	2024	Menn	3
11490511 Hillesland	30-49 år	Personer	2024	Kvinner	4
11490511 Hillesland	50-59 år	Personer	2024	Menn	3
11490511 Hillesland	50-59 år	Personer	2024	Kvinner	0
11490511 Hillesland	60-66 år	Personer	2024	Menn	0
11490511 Hillesland	60-66 år	Personer	2024	Kvinner	4
11490511 Hillesland	67-69 år	Personer	2024	Menn	0
11490511 Hillesland	67-69 år	Personer	2024	Kvinner	0
11490511 Hillesland	70-79 år	Personer	2024	Menn	0
11490511 Hillesland	70-79 år	Personer	2024	Kvinner	3
11490511 Hillesland	80 år eller eldre	Personer	2024	Menn	3
11490511 Hillesland	80 år eller eldre	Personer	2024	Kvinner	3
11490512 Hovdastad	0-5 år	Personer	2024	Menn	0
11490512 Hovdastad	0-5 år	Personer	2024	Kvinner	5
11490512 Hovdastad	6-15 år	Personer	2024	Menn	3
11490512 Hovdastad	6-15 år	Personer	2024	Kvinner	7
11490512 Hovdastad	16-19 år	Personer	2024	Menn	0
11490512 Hovdastad	16-19 år	Personer	2024	Kvinner	0
11490512 Hovdastad	20-24 år	Personer	2024	Menn	0
11490512 Hovdastad	20-24 år	Personer	2024	Kvinner	0
11490512 Hovdastad	25-29 år	Personer	2024	Menn	0
11490512 Hovdastad	25-29 år	Personer	2024	Kvinner	3
11490512 Hovdastad	30-49 år	Personer	2024	Menn	10
11490512 Hovdastad	30-49 år	Personer	2024	Kvinner	8
11490512 Hovdastad	50-59 år	Personer	2024	Menn	6
11490512 Hovdastad	50-59 år	Personer	2024	Kvinner	3
11490512 Hovdastad	60-66 år	Personer	2024	Menn	6
11490512 Hovdastad	60-66 år	Personer	2024	Kvinner	5
11490512 Hovdastad	67-69 år	Personer	2024	Menn	3
11490512 Hovdastad	67-69 år	Personer	2024	Kvinner	0
11490512 Hovdastad	70-79 år	Personer	2024	Menn	7
11490512 Hovdastad	70-79 år	Personer	2024	Kvinner	6
11490512 Hovdastad	80 år eller eldre	Personer	2024	Menn	3
11490512 Hovdastad	80 år eller eldre	Personer	2024	Kvinner	3
11490513 Snørteland	0-5 år	Personer	2024	Menn	0
11490513 Snørteland	0-5 år	Personer	2024	Kvinner	0
11490513 Snørteland	6-15 år	Personer	2024	Menn	3
11490513 Snørteland	6-15 år	Personer	2024	Kvinner	0
11490513 Snørteland	16-19 år	Personer	2024	Menn	0
11490513 Snørteland	16-19 år	Personer	2024	Kvinner	0
11490513 Snørteland	20-24 år	Personer	2024	Menn	0
11490513 Snørteland	20-24 år	Personer	2024	Kvinner	0
11490513 Snørteland	25-29 år	Personer	2024	Menn	0
11490513 Snørteland	25-29 år	Personer	2024	Kvinner	0
11490513 Snørteland	30-49 år	Personer	2024	Menn	0
11490513 Snørteland	30-49 år	Personer	2024	Kvinner	3
11490513 Snørteland	50-59 år	Personer	2024	Menn	0
11490513 Snørteland	50-59 år	Personer	2024	Kvinner	0
11490513 Snørteland	60-66 år	Personer	2024	Menn	0
11490513 Snørteland	60-66 år	Personer	2024	Kvinner	0
11490513 Snørteland	67-69 år	Personer	2024	Menn	0
11490513 Snørteland	67-69 år	Personer	2024	Kvinner	0
11490513 Snørteland	70-79 år	Personer	2024	Menn	0
11490513 Snørteland	70-79 år	Personer	2024	Kvinner	0
11490513 Snørteland	80 år eller eldre	Personer	2024	Menn	0
11490513 Snørteland	80 år eller eldre	Personer	2024	Kvinner	3
11490601 Stokkastrand	0-5 år	Personer	2024	Menn	19
11490601 Stokkastrand	0-5 år	Personer	2024	Kvinner	11
11490601 Stokkastrand	6-15 år	Personer	2024	Menn	28
11490601 Stokkastrand	6-15 år	Personer	2024	Kvinner	19
11490601 Stokkastrand	16-19 år	Personer	2024	Menn	9
11490601 Stokkastrand	16-19 år	Personer	2024	Kvinner	10
11490601 Stokkastrand	20-24 år	Personer	2024	Menn	11
11490601 Stokkastrand	20-24 år	Personer	2024	Kvinner	3
11490601 Stokkastrand	25-29 år	Personer	2024	Menn	9
11490601 Stokkastrand	25-29 år	Personer	2024	Kvinner	14
11490601 Stokkastrand	30-49 år	Personer	2024	Menn	46
11490601 Stokkastrand	30-49 år	Personer	2024	Kvinner	58
11490601 Stokkastrand	50-59 år	Personer	2024	Menn	40
11490601 Stokkastrand	50-59 år	Personer	2024	Kvinner	36
11490601 Stokkastrand	60-66 år	Personer	2024	Menn	24
11490601 Stokkastrand	60-66 år	Personer	2024	Kvinner	19
11490601 Stokkastrand	67-69 år	Personer	2024	Menn	6
11490601 Stokkastrand	67-69 år	Personer	2024	Kvinner	7
11490601 Stokkastrand	70-79 år	Personer	2024	Menn	25
11490601 Stokkastrand	70-79 år	Personer	2024	Kvinner	25
11490601 Stokkastrand	80 år eller eldre	Personer	2024	Menn	13
11490601 Stokkastrand	80 år eller eldre	Personer	2024	Kvinner	10
11490602 Nordstokke	0-5 år	Personer	2024	Menn	22
11490602 Nordstokke	0-5 år	Personer	2024	Kvinner	22
11490602 Nordstokke	6-15 år	Personer	2024	Menn	42
11490602 Nordstokke	6-15 år	Personer	2024	Kvinner	37
11490602 Nordstokke	16-19 år	Personer	2024	Menn	11
11490602 Nordstokke	16-19 år	Personer	2024	Kvinner	16
11490602 Nordstokke	20-24 år	Personer	2024	Menn	10
11490602 Nordstokke	20-24 år	Personer	2024	Kvinner	7
11490602 Nordstokke	25-29 år	Personer	2024	Menn	16
11490602 Nordstokke	25-29 år	Personer	2024	Kvinner	19
11490602 Nordstokke	30-49 år	Personer	2024	Menn	95
11490602 Nordstokke	30-49 år	Personer	2024	Kvinner	73
11490602 Nordstokke	50-59 år	Personer	2024	Menn	40
11490602 Nordstokke	50-59 år	Personer	2024	Kvinner	35
11490602 Nordstokke	60-66 år	Personer	2024	Menn	15
11490602 Nordstokke	60-66 år	Personer	2024	Kvinner	21
11490602 Nordstokke	67-69 år	Personer	2024	Menn	4
11490602 Nordstokke	67-69 år	Personer	2024	Kvinner	5
11490602 Nordstokke	70-79 år	Personer	2024	Menn	32
11490602 Nordstokke	70-79 år	Personer	2024	Kvinner	27
11490602 Nordstokke	80 år eller eldre	Personer	2024	Menn	8
11490602 Nordstokke	80 år eller eldre	Personer	2024	Kvinner	10
11490603 Stangeland	0-5 år	Personer	2024	Menn	57
11490603 Stangeland	0-5 år	Personer	2024	Kvinner	48
11490603 Stangeland	6-15 år	Personer	2024	Menn	90
11490603 Stangeland	6-15 år	Personer	2024	Kvinner	80
11490603 Stangeland	16-19 år	Personer	2024	Menn	27
11490603 Stangeland	16-19 år	Personer	2024	Kvinner	19
11490603 Stangeland	20-24 år	Personer	2024	Menn	28
11490603 Stangeland	20-24 år	Personer	2024	Kvinner	18
11490603 Stangeland	25-29 år	Personer	2024	Menn	24
11490603 Stangeland	25-29 år	Personer	2024	Kvinner	23
11490603 Stangeland	30-49 år	Personer	2024	Menn	143
11490603 Stangeland	30-49 år	Personer	2024	Kvinner	145
11490603 Stangeland	50-59 år	Personer	2024	Menn	66
11490603 Stangeland	50-59 år	Personer	2024	Kvinner	62
11490603 Stangeland	60-66 år	Personer	2024	Menn	58
11490603 Stangeland	60-66 år	Personer	2024	Kvinner	54
11490603 Stangeland	67-69 år	Personer	2024	Menn	21
11490603 Stangeland	67-69 år	Personer	2024	Kvinner	28
11490603 Stangeland	70-79 år	Personer	2024	Menn	73
11490603 Stangeland	70-79 år	Personer	2024	Kvinner	65
11490603 Stangeland	80 år eller eldre	Personer	2024	Menn	11
11490603 Stangeland	80 år eller eldre	Personer	2024	Kvinner	20
11490604 Liar	0-5 år	Personer	2024	Menn	17
11490604 Liar	0-5 år	Personer	2024	Kvinner	18
11490604 Liar	6-15 år	Personer	2024	Menn	40
11490604 Liar	6-15 år	Personer	2024	Kvinner	35
11490604 Liar	16-19 år	Personer	2024	Menn	17
11490604 Liar	16-19 år	Personer	2024	Kvinner	13
11490604 Liar	20-24 år	Personer	2024	Menn	25
11490604 Liar	20-24 år	Personer	2024	Kvinner	12
11490604 Liar	25-29 år	Personer	2024	Menn	18
11490604 Liar	25-29 år	Personer	2024	Kvinner	12
11490604 Liar	30-49 år	Personer	2024	Menn	70
11490604 Liar	30-49 år	Personer	2024	Kvinner	70
11490604 Liar	50-59 år	Personer	2024	Menn	38
11490604 Liar	50-59 år	Personer	2024	Kvinner	47
11490604 Liar	60-66 år	Personer	2024	Menn	36
11490604 Liar	60-66 år	Personer	2024	Kvinner	27
11490604 Liar	67-69 år	Personer	2024	Menn	10
11490604 Liar	67-69 år	Personer	2024	Kvinner	3
11490604 Liar	70-79 år	Personer	2024	Menn	11
11490604 Liar	70-79 år	Personer	2024	Kvinner	8
11490604 Liar	80 år eller eldre	Personer	2024	Menn	5
11490604 Liar	80 år eller eldre	Personer	2024	Kvinner	9
11490605 Kalvatre	0-5 år	Personer	2024	Menn	41
11490605 Kalvatre	0-5 år	Personer	2024	Kvinner	35
11490605 Kalvatre	6-15 år	Personer	2024	Menn	61
11490605 Kalvatre	6-15 år	Personer	2024	Kvinner	55
11490605 Kalvatre	16-19 år	Personer	2024	Menn	33
11490605 Kalvatre	16-19 år	Personer	2024	Kvinner	28
11490605 Kalvatre	20-24 år	Personer	2024	Menn	25
11490605 Kalvatre	20-24 år	Personer	2024	Kvinner	30
11490605 Kalvatre	25-29 år	Personer	2024	Menn	28
11490605 Kalvatre	25-29 år	Personer	2024	Kvinner	26
11490605 Kalvatre	30-49 år	Personer	2024	Menn	144
11490605 Kalvatre	30-49 år	Personer	2024	Kvinner	123
11490605 Kalvatre	50-59 år	Personer	2024	Menn	73
11490605 Kalvatre	50-59 år	Personer	2024	Kvinner	71
11490605 Kalvatre	60-66 år	Personer	2024	Menn	34
11490605 Kalvatre	60-66 år	Personer	2024	Kvinner	29
11490605 Kalvatre	67-69 år	Personer	2024	Menn	10
11490605 Kalvatre	67-69 år	Personer	2024	Kvinner	16
11490605 Kalvatre	70-79 år	Personer	2024	Menn	34
11490605 Kalvatre	70-79 år	Personer	2024	Kvinner	37
11490605 Kalvatre	80 år eller eldre	Personer	2024	Menn	26
11490605 Kalvatre	80 år eller eldre	Personer	2024	Kvinner	21
11490606 Kopervik Sentrum	0-5 år	Personer	2024	Menn	30
11490606 Kopervik Sentrum	0-5 år	Personer	2024	Kvinner	26
11490606 Kopervik Sentrum	6-15 år	Personer	2024	Menn	43
11490606 Kopervik Sentrum	6-15 år	Personer	2024	Kvinner	39
11490606 Kopervik Sentrum	16-19 år	Personer	2024	Menn	16
11490606 Kopervik Sentrum	16-19 år	Personer	2024	Kvinner	21
11490606 Kopervik Sentrum	20-24 år	Personer	2024	Menn	20
11490606 Kopervik Sentrum	20-24 år	Personer	2024	Kvinner	24
11490606 Kopervik Sentrum	25-29 år	Personer	2024	Menn	35
11490606 Kopervik Sentrum	25-29 år	Personer	2024	Kvinner	30
11490606 Kopervik Sentrum	30-49 år	Personer	2024	Menn	122
11490606 Kopervik Sentrum	30-49 år	Personer	2024	Kvinner	105
11490606 Kopervik Sentrum	50-59 år	Personer	2024	Menn	76
11490606 Kopervik Sentrum	50-59 år	Personer	2024	Kvinner	60
11490606 Kopervik Sentrum	60-66 år	Personer	2024	Menn	30
