region	boligtype	kvartal	statistikkvariabel	05963: Selveierboliger,
1106 Haugesund	Eneboliger	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	18860
1106 Haugesund	Eneboliger	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	18470
1106 Haugesund	Eneboliger	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	18373
1106 Haugesund	Eneboliger	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	18111
1106 Haugesund	Eneboliger	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	19373
1106 Haugesund	Eneboliger	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	18764
1106 Haugesund	Eneboliger	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	18502
1106 Haugesund	Eneboliger	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	18097
1106 Haugesund	Eneboliger	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	19483
1106 Haugesund	Eneboliger	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	18188
1106 Haugesund	Eneboliger	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	18615
1106 Haugesund	Eneboliger	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	18061
1106 Haugesund	Eneboliger	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	18915
1106 Haugesund	Eneboliger	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	20589
1106 Haugesund	Eneboliger	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	18930
1106 Haugesund	Eneboliger	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	19577
1106 Haugesund	Eneboliger	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	18357
1106 Haugesund	Eneboliger	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	20149
1106 Haugesund	Eneboliger	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	19254
1106 Haugesund	Eneboliger	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	19089
1106 Haugesund	Eneboliger	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	18287
1106 Haugesund	Eneboliger	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	18728
1106 Haugesund	Eneboliger	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	18993
1106 Haugesund	Eneboliger	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	18286
1106 Haugesund	Eneboliger	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	19566
1106 Haugesund	Eneboliger	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	19077
1106 Haugesund	Eneboliger	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	20065
1106 Haugesund	Eneboliger	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	18231
1106 Haugesund	Eneboliger	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	19882
1106 Haugesund	Eneboliger	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	19651
1106 Haugesund	Eneboliger	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	19589
1106 Haugesund	Eneboliger	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	18936
1106 Haugesund	Eneboliger	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	20784
1106 Haugesund	Eneboliger	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	21761
1106 Haugesund	Eneboliger	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	22308
1106 Haugesund	Eneboliger	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	20073
1106 Haugesund	Eneboliger	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	20483
1106 Haugesund	Eneboliger	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	23462
1106 Haugesund	Eneboliger	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	21782
1106 Haugesund	Eneboliger	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	21181
1106 Haugesund	Eneboliger	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	23684
1106 Haugesund	Eneboliger	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	23290
1106 Haugesund	Eneboliger	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	21800
1106 Haugesund	Eneboliger	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	22750
1106 Haugesund	Eneboliger	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	22926
1106 Haugesund	Småhus	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	19047
1106 Haugesund	Småhus	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	18181
1106 Haugesund	Småhus	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	19351
1106 Haugesund	Småhus	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	..
1106 Haugesund	Småhus	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	19050
1106 Haugesund	Småhus	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	17964
1106 Haugesund	Småhus	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	18212
1106 Haugesund	Småhus	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	17888
1106 Haugesund	Småhus	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	15627
1106 Haugesund	Småhus	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	18922
1106 Haugesund	Småhus	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	19648
1106 Haugesund	Småhus	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	18525
1106 Haugesund	Småhus	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	19730
1106 Haugesund	Småhus	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	21049
1106 Haugesund	Småhus	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	18272
1106 Haugesund	Småhus	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	18915
1106 Haugesund	Småhus	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	18638
1106 Haugesund	Småhus	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	17468
1106 Haugesund	Småhus	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	17980
1106 Haugesund	Småhus	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	19627
1106 Haugesund	Småhus	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	20124
1106 Haugesund	Småhus	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	21008
1106 Haugesund	Småhus	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	18357
1106 Haugesund	Småhus	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	19166
1106 Haugesund	Småhus	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	19726
1106 Haugesund	Småhus	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	19461
1106 Haugesund	Småhus	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	19541
1106 Haugesund	Småhus	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	21280
1106 Haugesund	Småhus	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	21864
1106 Haugesund	Småhus	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	19281
1106 Haugesund	Småhus	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	19139
1106 Haugesund	Småhus	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	20051
1106 Haugesund	Småhus	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	20672
1106 Haugesund	Småhus	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	21280
1106 Haugesund	Småhus	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	22102
1106 Haugesund	Småhus	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	19991
1106 Haugesund	Småhus	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	21970
1106 Haugesund	Småhus	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	23079
1106 Haugesund	Småhus	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	20831
1106 Haugesund	Småhus	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	23529
1106 Haugesund	Småhus	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	23178
1106 Haugesund	Småhus	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	23591
1106 Haugesund	Småhus	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	23186
1106 Haugesund	Småhus	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	22476
1106 Haugesund	Småhus	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	23827
1106 Haugesund	Blokkleiligheter	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	24715
1106 Haugesund	Blokkleiligheter	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	25127
1106 Haugesund	Blokkleiligheter	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	25247
1106 Haugesund	Blokkleiligheter	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	24616
1106 Haugesund	Blokkleiligheter	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	25879
1106 Haugesund	Blokkleiligheter	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	25476
1106 Haugesund	Blokkleiligheter	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	26304
1106 Haugesund	Blokkleiligheter	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	26750
1106 Haugesund	Blokkleiligheter	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	26175
1106 Haugesund	Blokkleiligheter	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	27248
1106 Haugesund	Blokkleiligheter	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	27263
1106 Haugesund	Blokkleiligheter	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	28156
1106 Haugesund	Blokkleiligheter	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	25606
1106 Haugesund	Blokkleiligheter	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	27566
1106 Haugesund	Blokkleiligheter	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	28454
1106 Haugesund	Blokkleiligheter	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	24453
1106 Haugesund	Blokkleiligheter	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	28212
1106 Haugesund	Blokkleiligheter	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	28918
1106 Haugesund	Blokkleiligheter	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	28510
1106 Haugesund	Blokkleiligheter	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	28129
1106 Haugesund	Blokkleiligheter	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	27614
1106 Haugesund	Blokkleiligheter	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	29675
1106 Haugesund	Blokkleiligheter	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	28576
1106 Haugesund	Blokkleiligheter	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	29307
1106 Haugesund	Blokkleiligheter	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	28980
1106 Haugesund	Blokkleiligheter	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	28238
1106 Haugesund	Blokkleiligheter	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	28388
1106 Haugesund	Blokkleiligheter	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	27239
1106 Haugesund	Blokkleiligheter	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	27867
1106 Haugesund	Blokkleiligheter	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	28482
1106 Haugesund	Blokkleiligheter	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	27717
1106 Haugesund	Blokkleiligheter	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	29266
1106 Haugesund	Blokkleiligheter	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	30332
1106 Haugesund	Blokkleiligheter	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	29643
1106 Haugesund	Blokkleiligheter	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	30076
1106 Haugesund	Blokkleiligheter	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	29279
1106 Haugesund	Blokkleiligheter	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	34424
1106 Haugesund	Blokkleiligheter	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	33046
1106 Haugesund	Blokkleiligheter	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	31632
1106 Haugesund	Blokkleiligheter	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	32003
1106 Haugesund	Blokkleiligheter	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	35169
1106 Haugesund	Blokkleiligheter	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	35080
1106 Haugesund	Blokkleiligheter	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	34504
1106 Haugesund	Blokkleiligheter	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	35628
1106 Haugesund	Blokkleiligheter	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	35960
1108 Sandnes	Eneboliger	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Eneboliger	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	25726
1108 Sandnes	Eneboliger	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	26442
1108 Sandnes	Eneboliger	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	25485
1108 Sandnes	Eneboliger	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	27415
1108 Sandnes	Eneboliger	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	28386
1108 Sandnes	Eneboliger	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	29309
1108 Sandnes	Eneboliger	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	30984
1108 Sandnes	Eneboliger	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	27954
1108 Sandnes	Eneboliger	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	29873
1108 Sandnes	Eneboliger	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	30446
1108 Sandnes	Eneboliger	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	31310
1108 Sandnes	Eneboliger	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	29126
1108 Sandnes	Eneboliger	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	29692
1108 Sandnes	Eneboliger	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	30259
1108 Sandnes	Eneboliger	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	30401
1108 Sandnes	Eneboliger	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	30995
1108 Sandnes	Eneboliger	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	29986
1108 Sandnes	Småhus	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Småhus	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	31468
1108 Sandnes	Småhus	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	29110
1108 Sandnes	Småhus	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	30452
1108 Sandnes	Småhus	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	31408
1108 Sandnes	Småhus	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	32099
1108 Sandnes	Småhus	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	32443
1108 Sandnes	Småhus	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	33684
1108 Sandnes	Småhus	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	34664
1108 Sandnes	Småhus	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	34983
1108 Sandnes	Småhus	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	36261
1108 Sandnes	Småhus	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	36648
1108 Sandnes	Småhus	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	34599
1108 Sandnes	Småhus	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	36132
1108 Sandnes	Småhus	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	36789
1108 Sandnes	Småhus	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	36627
1108 Sandnes	Småhus	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	36314
1108 Sandnes	Småhus	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	39421
1108 Sandnes	Blokkleiligheter	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	.
1108 Sandnes	Blokkleiligheter	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	38134
1108 Sandnes	Blokkleiligheter	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	39546
1108 Sandnes	Blokkleiligheter	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	40226
1108 Sandnes	Blokkleiligheter	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	38588
1108 Sandnes	Blokkleiligheter	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	39472
1108 Sandnes	Blokkleiligheter	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	41958
1108 Sandnes	Blokkleiligheter	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	41783
1108 Sandnes	Blokkleiligheter	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	42587
1108 Sandnes	Blokkleiligheter	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	44401
1108 Sandnes	Blokkleiligheter	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	44522
1108 Sandnes	Blokkleiligheter	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	46068
1108 Sandnes	Blokkleiligheter	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	44177
1108 Sandnes	Blokkleiligheter	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	47123
1108 Sandnes	Blokkleiligheter	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	47752
1108 Sandnes	Blokkleiligheter	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	47885
1108 Sandnes	Blokkleiligheter	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	48498
1108 Sandnes	Blokkleiligheter	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	50800
1124 Sola	Eneboliger	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	30800
1124 Sola	Eneboliger	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	32942
1124 Sola	Eneboliger	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	31372
1124 Sola	Eneboliger	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	28990
1124 Sola	Eneboliger	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	30998
1124 Sola	Eneboliger	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	28669
1124 Sola	Eneboliger	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	30566
1124 Sola	Eneboliger	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	28940
1124 Sola	Eneboliger	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	28768
1124 Sola	Eneboliger	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	29218
1124 Sola	Eneboliger	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	28532
1124 Sola	Eneboliger	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	29596
1124 Sola	Eneboliger	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	25662
1124 Sola	Eneboliger	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	27437
1124 Sola	Eneboliger	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	26422
1124 Sola	Eneboliger	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	26317
1124 Sola	Eneboliger	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	28052
1124 Sola	Eneboliger	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	28841
1124 Sola	Eneboliger	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	29016
1124 Sola	Eneboliger	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	25537
1124 Sola	Eneboliger	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	29097
