region	alder	statistikkvariabel	ar	kjonn	04362: Befolkning,
11490506 Vagen - Varden	30-49 ar	Personer	2024	Kvinner	37
11490506 Vagen - Varden	50-59 ar	Personer	2024	Menn	19
11490506 Vagen - Varden	50-59 ar	Personer	2024	Kvinner	14
11490506 Vagen - Varden	60-66 ar	Personer	2024	Menn	11
11490506 Vagen - Varden	60-66 ar	Personer	2024	Kvinner	13
11490506 Vagen - Varden	67-69 ar	Personer	2024	Menn	3
11490506 Vagen - Varden	67-69 ar	Personer	2024	Kvinner	4
11490506 Vagen - Varden	70-79 ar	Personer	2024	Menn	16
11490506 Vagen - Varden	70-79 ar	Personer	2024	Kvinner	22
11490506 Vagen - Varden	80 ar eller eldre	Personer	2024	Menn	7
11490506 Vagen - Varden	80 ar eller eldre	Personer	2024	Kvinner	7
11490507 Skudeneshavn	20-24 ar	Personer	2024	Menn	24
11490507 Skudeneshavn	20-24 ar	Personer	2024	Kvinner	17
11490507 Skudeneshavn	25-29 ar	Personer	2024	Menn	24
11490507 Skudeneshavn	25-29 ar	Personer	2024	Kvinner	11
11490507 Skudeneshavn	30-49 ar	Personer	2024	Menn	74
11490507 Skudeneshavn	30-49 ar	Personer	2024	Kvinner	87
11490507 Skudeneshavn	50-59 ar	Personer	2024	Menn	60
11490507 Skudeneshavn	50-59 ar	Personer	2024	Kvinner	62
11490507 Skudeneshavn	60-66 ar	Personer	2024	Menn	36
11490507 Skudeneshavn	60-66 ar	Personer	2024	Kvinner	33
11490507 Skudeneshavn	67-69 ar	Personer	2024	Menn	15
11490507 Skudeneshavn	67-69 ar	Personer	2024	Kvinner	25
11490507 Skudeneshavn	70-79 ar	Personer	2024	Menn	60
11490507 Skudeneshavn	70-79 ar	Personer	2024	Kvinner	54
11490507 Skudeneshavn	80 ar eller eldre	Personer	2024	Menn	29
11490507 Skudeneshavn	80 ar eller eldre	Personer	2024	Kvinner	43
11490508 Vigevagen	20-24 ar	Personer	2024	Menn	17
11490508 Vigevagen	20-24 ar	Personer	2024	Kvinner	20
11490508 Vigevagen	25-29 ar	Personer	2024	Menn	17
11490508 Vigevagen	25-29 ar	Personer	2024	Kvinner	11
11490508 Vigevagen	30-49 ar	Personer	2024	Menn	71
11490508 Vigevagen	30-49 ar	Personer	2024	Kvinner	76
11490508 Vigevagen	50-59 ar	Personer	2024	Menn	51
11490508 Vigevagen	50-59 ar	Personer	2024	Kvinner	48
11490508 Vigevagen	60-66 ar	Personer	2024	Menn	36
11490508 Vigevagen	60-66 ar	Personer	2024	Kvinner	39
11490508 Vigevagen	67-69 ar	Personer	2024	Menn	16
11490508 Vigevagen	67-69 ar	Personer	2024	Kvinner	14
11490508 Vigevagen	70-79 ar	Personer	2024	Menn	25
11490508 Vigevagen	70-79 ar	Personer	2024	Kvinner	26
11490508 Vigevagen	80 ar eller eldre	Personer	2024	Menn	14
11490508 Vigevagen	80 ar eller eldre	Personer	2024	Kvinner	19
11490509 Vik	20-24 ar	Personer	2024	Menn	16
11490509 Vik	20-24 ar	Personer	2024	Kvinner	15
11490509 Vik	25-29 ar	Personer	2024	Menn	6
11490509 Vik	25-29 ar	Personer	2024	Kvinner	9
11490509 Vik	30-49 ar	Personer	2024	Menn	58
11490509 Vik	30-49 ar	Personer	2024	Kvinner	51
11490509 Vik	50-59 ar	Personer	2024	Menn	40
11490509 Vik	50-59 ar	Personer	2024	Kvinner	31
11490509 Vik	60-66 ar	Personer	2024	Menn	14
11490509 Vik	60-66 ar	Personer	2024	Kvinner	13
11490509 Vik	67-69 ar	Personer	2024	Menn	3
11490509 Vik	67-69 ar	Personer	2024	Kvinner	11
11490509 Vik	70-79 ar	Personer	2024	Menn	20
11490509 Vik	70-79 ar	Personer	2024	Kvinner	27
11490509 Vik	80 ar eller eldre	Personer	2024	Menn	13
11490509 Vik	80 ar eller eldre	Personer	2024	Kvinner	11
11490510 Falnes	20-24 ar	Personer	2024	Menn	0
11490510 Falnes	20-24 ar	Personer	2024	Kvinner	3
11490510 Falnes	25-29 ar	Personer	2024	Menn	0
11490510 Falnes	25-29 ar	Personer	2024	Kvinner	0
11490510 Falnes	30-49 ar	Personer	2024	Menn	6
11490510 Falnes	30-49 ar	Personer	2024	Kvinner	8
11490510 Falnes	50-59 ar	Personer	2024	Menn	3
11490510 Falnes	50-59 ar	Personer	2024	Kvinner	3
11490510 Falnes	60-66 ar	Personer	2024	Menn	6
11490510 Falnes	60-66 ar	Personer	2024	Kvinner	5
11490510 Falnes	67-69 ar	Personer	2024	Menn	3
11490510 Falnes	67-69 ar	Personer	2024	Kvinner	0
11490510 Falnes	70-79 ar	Personer	2024	Menn	3
11490510 Falnes	70-79 ar	Personer	2024	Kvinner	5
11490510 Falnes	80 ar eller eldre	Personer	2024	Menn	3
11490510 Falnes	80 ar eller eldre	Personer	2024	Kvinner	0
11490511 Hillesland	20-24 ar	Personer	2024	Menn	0
11490511 Hillesland	20-24 ar	Personer	2024	Kvinner	0
11490511 Hillesland	25-29 ar	Personer	2024	Menn	3
11490511 Hillesland	25-29 ar	Personer	2024	Kvinner	0
11490511 Hillesland	30-49 ar	Personer	2024	Menn	3
11490511 Hillesland	30-49 ar	Personer	2024	Kvinner	4
11490511 Hillesland	50-59 ar	Personer	2024	Menn	3
11490511 Hillesland	50-59 ar	Personer	2024	Kvinner	0
11490511 Hillesland	60-66 ar	Personer	2024	Menn	0
11490511 Hillesland	60-66 ar	Personer	2024	Kvinner	4
11490511 Hillesland	67-69 ar	Personer	2024	Menn	0
11490511 Hillesland	67-69 ar	Personer	2024	Kvinner	0
11490511 Hillesland	70-79 ar	Personer	2024	Menn	0
11490511 Hillesland	70-79 ar	Personer	2024	Kvinner	3
11490511 Hillesland	80 ar eller eldre	Personer	2024	Menn	3
11490511 Hillesland	80 ar eller eldre	Personer	2024	Kvinner	3
11490512 Hovdastad	20-24 ar	Personer	2024	Menn	0
11490512 Hovdastad	20-24 ar	Personer	2024	Kvinner	0
11490512 Hovdastad	25-29 ar	Personer	2024	Menn	0
11490512 Hovdastad	25-29 ar	Personer	2024	Kvinner	3
11490512 Hovdastad	30-49 ar	Personer	2024	Menn	10
11490512 Hovdastad	30-49 ar	Personer	2024	Kvinner	8
11490512 Hovdastad	50-59 ar	Personer	2024	Menn	6
11490512 Hovdastad	50-59 ar	Personer	2024	Kvinner	3
11490512 Hovdastad	60-66 ar	Personer	2024	Menn	6
11490512 Hovdastad	60-66 ar	Personer	2024	Kvinner	5
11490512 Hovdastad	67-69 ar	Personer	2024	Menn	3
11490512 Hovdastad	67-69 ar	Personer	2024	Kvinner	0
11490512 Hovdastad	70-79 ar	Personer	2024	Menn	7
11490512 Hovdastad	70-79 ar	Personer	2024	Kvinner	6
11490512 Hovdastad	80 ar eller eldre	Personer	2024	Menn	3
11490512 Hovdastad	80 ar eller eldre	Personer	2024	Kvinner	3
11490513 Snorteland	20-24 ar	Personer	2024	Menn	0
11490513 Snorteland	20-24 ar	Personer	2024	Kvinner	0
11490513 Snorteland	25-29 ar	Personer	2024	Menn	0
11490513 Snorteland	25-29 ar	Personer	2024	Kvinner	0
11490513 Snorteland	30-49 ar	Personer	2024	Menn	0
11490513 Snorteland	30-49 ar	Personer	2024	Kvinner	3
11490513 Snorteland	50-59 ar	Personer	2024	Menn	0
11490513 Snorteland	50-59 ar	Personer	2024	Kvinner	0
11490513 Snorteland	60-66 ar	Personer	2024	Menn	0
11490513 Snorteland	60-66 ar	Personer	2024	Kvinner	0
11490513 Snorteland	67-69 ar	Personer	2024	Menn	0
11490513 Snorteland	67-69 ar	Personer	2024	Kvinner	0
11490513 Snorteland	70-79 ar	Personer	2024	Menn	0
11490513 Snorteland	70-79 ar	Personer	2024	Kvinner	0
11490513 Snorteland	80 ar eller eldre	Personer	2024	Menn	0
11490513 Snorteland	80 ar eller eldre	Personer	2024	Kvinner	3
11490601 Stokkastrand	20-24 ar	Personer	2024	Menn	11
11490601 Stokkastrand	20-24 ar	Personer	2024	Kvinner	3
11490601 Stokkastrand	25-29 ar	Personer	2024	Menn	9
11490601 Stokkastrand	25-29 ar	Personer	2024	Kvinner	14
11490601 Stokkastrand	30-49 ar	Personer	2024	Menn	46
11490601 Stokkastrand	30-49 ar	Personer	2024	Kvinner	58
11490601 Stokkastrand	50-59 ar	Personer	2024	Menn	40
11490601 Stokkastrand	50-59 ar	Personer	2024	Kvinner	36
11490601 Stokkastrand	60-66 ar	Personer	2024	Menn	24
11490601 Stokkastrand	60-66 ar	Personer	2024	Kvinner	19
11490601 Stokkastrand	67-69 ar	Personer	2024	Menn	6
11490601 Stokkastrand	67-69 ar	Personer	2024	Kvinner	7
11490601 Stokkastrand	70-79 ar	Personer	2024	Menn	25
11490601 Stokkastrand	70-79 ar	Personer	2024	Kvinner	25
11490601 Stokkastrand	80 ar eller eldre	Personer	2024	Menn	13
11490601 Stokkastrand	80 ar eller eldre	Personer	2024	Kvinner	10
11490602 Nordstokke	20-24 ar	Personer	2024	Menn	10
11490602 Nordstokke	20-24 ar	Personer	2024	Kvinner	7
11490602 Nordstokke	25-29 ar	Personer	2024	Menn	16
11490602 Nordstokke	25-29 ar	Personer	2024	Kvinner	19
11490602 Nordstokke	30-49 ar	Personer	2024	Menn	95
11490602 Nordstokke	30-49 ar	Personer	2024	Kvinner	73
11490602 Nordstokke	50-59 ar	Personer	2024	Menn	40
11490602 Nordstokke	50-59 ar	Personer	2024	Kvinner	35
11490602 Nordstokke	60-66 ar	Personer	2024	Menn	15
11490602 Nordstokke	60-66 ar	Personer	2024	Kvinner	21
11490602 Nordstokke	67-69 ar	Personer	2024	Menn	4
11490602 Nordstokke	67-69 ar	Personer	2024	Kvinner	5
11490602 Nordstokke	70-79 ar	Personer	2024	Menn	32
11490602 Nordstokke	70-79 ar	Personer	2024	Kvinner	27
11490602 Nordstokke	80 ar eller eldre	Personer	2024	Menn	8
11490602 Nordstokke	80 ar eller eldre	Personer	2024	Kvinner	10
11490603 Stangeland	20-24 ar	Personer	2024	Menn	28
11490603 Stangeland	20-24 ar	Personer	2024	Kvinner	18
11490603 Stangeland	25-29 ar	Personer	2024	Menn	24
11490603 Stangeland	25-29 ar	Personer	2024	Kvinner	23
11490603 Stangeland	30-49 ar	Personer	2024	Menn	143
11490603 Stangeland	30-49 ar	Personer	2024	Kvinner	145
11490603 Stangeland	50-59 ar	Personer	2024	Menn	66
11490603 Stangeland	50-59 ar	Personer	2024	Kvinner	62
11490603 Stangeland	60-66 ar	Personer	2024	Menn	58
11490603 Stangeland	60-66 ar	Personer	2024	Kvinner	54
11490603 Stangeland	67-69 ar	Personer	2024	Menn	21
11490603 Stangeland	67-69 ar	Personer	2024	Kvinner	28
11490603 Stangeland	70-79 ar	Personer	2024	Menn	73
11490603 Stangeland	70-79 ar	Personer	2024	Kvinner	65
11490603 Stangeland	80 ar eller eldre	Personer	2024	Menn	11
11490603 Stangeland	80 ar eller eldre	Personer	2024	Kvinner	20
11490604 Liar	20-24 ar	Personer	2024	Menn	25
11490604 Liar	20-24 ar	Personer	2024	Kvinner	12
11490604 Liar	25-29 ar	Personer	2024	Menn	18
11490604 Liar	25-29 ar	Personer	2024	Kvinner	12
11490604 Liar	30-49 ar	Personer	2024	Menn	70
11490604 Liar	30-49 ar	Personer	2024	Kvinner	70
11490604 Liar	50-59 ar	Personer	2024	Menn	38
11490604 Liar	50-59 ar	Personer	2024	Kvinner	47
11490604 Liar	60-66 ar	Personer	2024	Menn	36
11490604 Liar	60-66 ar	Personer	2024	Kvinner	27
11490604 Liar	67-69 ar	Personer	2024	Menn	10
11490604 Liar	67-69 ar	Personer	2024	Kvinner	3
11490604 Liar	70-79 ar	Personer	2024	Menn	11
11490604 Liar	70-79 ar	Personer	2024	Kvinner	8
11490604 Liar	80 ar eller eldre	Personer	2024	Menn	5
11490604 Liar	80 ar eller eldre	Personer	2024	Kvinner	9
11490605 Kalvatre	20-24 ar	Personer	2024	Menn	25
11490605 Kalvatre	20-24 ar	Personer	2024	Kvinner	30
11490605 Kalvatre	25-29 ar	Personer	2024	Menn	28
11490605 Kalvatre	25-29 ar	Personer	2024	Kvinner	26
11490605 Kalvatre	30-49 ar	Personer	2024	Menn	144
11490605 Kalvatre	30-49 ar	Personer	2024	Kvinner	123
11490605 Kalvatre	50-59 ar	Personer	2024	Menn	73
11490605 Kalvatre	50-59 ar	Personer	2024	Kvinner	71
11490605 Kalvatre	60-66 ar	Personer	2024	Menn	34
11490605 Kalvatre	60-66 ar	Personer	2024	Kvinner	29
11490605 Kalvatre	67-69 ar	Personer	2024	Menn	10
11490605 Kalvatre	67-69 ar	Personer	2024	Kvinner	16
11490605 Kalvatre	70-79 ar	Personer	2024	Menn	34
11490605 Kalvatre	70-79 ar	Personer	2024	Kvinner	37
11490605 Kalvatre	80 ar eller eldre	Personer	2024	Menn	26
11490605 Kalvatre	80 ar eller eldre	Personer	2024	Kvinner	21
11490606 Kopervik Sentrum	20-24 ar	Personer	2024	Menn	20
11490606 Kopervik Sentrum	20-24 ar	Personer	2024	Kvinner	24
11490606 Kopervik Sentrum	25-29 ar	Personer	2024	Menn	35
11490606 Kopervik Sentrum	25-29 ar	Personer	2024	Kvinner	30
11490606 Kopervik Sentrum	30-49 ar	Personer	2024	Menn	122
11490606 Kopervik Sentrum	30-49 ar	Personer	2024	Kvinner	105
11490606 Kopervik Sentrum	50-59 ar	Personer	2024	Menn	76
11490606 Kopervik Sentrum	50-59 ar	Personer	2024	Kvinner	60
11490606 Kopervik Sentrum	60-66 ar	Personer	2024	Menn	30
11490606 Kopervik Sentrum	60-66 ar	Personer	2024	Kvinner	32
11490606 Kopervik Sentrum	67-69 ar	Personer	2024	Menn	13
11490606 Kopervik Sentrum	67-69 ar	Personer	2024	Kvinner	12
11490606 Kopervik Sentrum	70-79 ar	Personer	2024	Menn	37
11490606 Kopervik Sentrum	70-79 ar	Personer	2024	Kvinner	53
11490606 Kopervik Sentrum	80 ar eller eldre	Personer	2024	Menn	25
11490606 Kopervik Sentrum	80 ar eller eldre	Personer	2024	Kvinner	69
11490607 Nordre Side	20-24 ar	Personer	2024	Menn	13
11490607 Nordre Side	20-24 ar	Personer	2024	Kvinner	7
11490607 Nordre Side	25-29 ar	Personer	2024	Menn	9
11490607 Nordre Side	25-29 ar	Personer	2024	Kvinner	8
11490607 Nordre Side	30-49 ar	Personer	2024	Menn	43
11490607 Nordre Side	30-49 ar	Personer	2024	Kvinner	48
11490607 Nordre Side	50-59 ar	Personer	2024	Menn	34
11490607 Nordre Side	50-59 ar	Personer	2024	Kvinner	29
11490607 Nordre Side	60-66 ar	Personer	2024	Menn	25
11490607 Nordre Side	60-66 ar	Personer	2024	Kvinner	15
11490607 Nordre Side	67-69 ar	Personer	2024	Menn	8
11490607 Nordre Side	67-69 ar	Personer	2024	Kvinner	9
11490607 Nordre Side	70-79 ar	Personer	2024	Menn	22
11490607 Nordre Side	70-79 ar	Personer	2024	Kvinner	31
11490607 Nordre Side	80 ar eller eldre	Personer	2024	Menn	22
11490607 Nordre Side	80 ar eller eldre	Personer	2024	Kvinner	20
11490608 ostremneset	20-24 ar	Personer	2024	Menn	28
11490608 ostremneset	20-24 ar	Personer	2024	Kvinner	24
11490608 ostremneset	25-29 ar	Personer	2024	Menn	34
11490608 ostremneset	25-29 ar	Personer	2024	Kvinner	28
11490608 ostremneset	30-49 ar	Personer	2024	Menn	104
11490608 ostremneset	30-49 ar	Personer	2024	Kvinner	99
11490608 ostremneset	50-59 ar	Personer	2024	Menn	70
11490608 ostremneset	50-59 ar	Personer	2024	Kvinner	75
11490608 ostremneset	60-66 ar	Personer	2024	Menn	59
11490608 ostremneset	60-66 ar	Personer	2024	Kvinner	45
11490608 ostremneset	67-69 ar	Personer	2024	Menn	21
11490608 ostremneset	67-69 ar	Personer	2024	Kvinner	12
11490608 ostremneset	70-79 ar	Personer	2024	Menn	29
11490608 ostremneset	70-79 ar	Personer	2024	Kvinner	30
11490608 ostremneset	80 ar eller eldre	Personer	2024	Menn	6
11490608 ostremneset	80 ar eller eldre	Personer	2024	Kvinner	8
11490609 Eide	20-24 ar	Personer	2024	Menn	31
11490609 Eide	20-24 ar	Personer	2024	Kvinner	20
11490609 Eide	25-29 ar	Personer	2024	Menn	9
11490609 Eide	25-29 ar	Personer	2024	Kvinner	17
11490609 Eide	30-49 ar	Personer	2024	Menn	123
11490609 Eide	30-49 ar	Personer	2024	Kvinner	131
11490609 Eide	50-59 ar	Personer	2024	Menn	48
11490609 Eide	50-59 ar	Personer	2024	Kvinner	40
11490609 Eide	60-66 ar	Personer	2024	Menn	13
11490609 Eide	60-66 ar	Personer	2024	Kvinner	7
11490609 Eide	67-69 ar	Personer	2024	Menn	8
11490609 Eide	67-69 ar	Personer	2024	Kvinner	9
11490609 Eide	70-79 ar	Personer	2024	Menn	15
11490609 Eide	70-79 ar	Personer	2024	Kvinner	16
11490609 Eide	80 ar eller eldre	Personer	2024	Menn	8
11490609 Eide	80 ar eller eldre	Personer	2024	Kvinner	8
11490610 Brekke	20-24 ar	Personer	2024	Menn	15
11490610 Brekke	20-24 ar	Personer	2024	Kvinner	13
11490610 Brekke	25-29 ar	Personer	2024	Menn	17
11490610 Brekke	25-29 ar	Personer	2024	Kvinner	8
11490610 Brekke	30-49 ar	Personer	2024	Menn	74
11490610 Brekke	30-49 ar	Personer	2024	Kvinner	64
11490610 Brekke	50-59 ar	Personer	2024	Menn	48
11490610 Brekke	50-59 ar	Personer	2024	Kvinner	40
11490610 Brekke	60-66 ar	Personer	2024	Menn	13
11490610 Brekke	60-66 ar	Personer	2024	Kvinner	13
11490610 Brekke	67-69 ar	Personer	2024	Menn	9
11490610 Brekke	67-69 ar	Personer	2024	Kvinner	8
11490610 Brekke	70-79 ar	Personer	2024	Menn	17
11490610 Brekke	70-79 ar	Personer	2024	Kvinner	15
11490610 Brekke	80 ar eller eldre	Personer	2024	Menn	8
11490610 Brekke	80 ar eller eldre	Personer	2024	Kvinner	7
11490701 ostrem	20-24 ar	Personer	2024	Menn	26
11490701 ostrem	20-24 ar	Personer	2024	Kvinner	21
11490701 ostrem	25-29 ar	Personer	2024	Menn	27
11490701 ostrem	25-29 ar	Personer	2024	Kvinner	29
11490701 ostrem	30-49 ar	Personer	2024	Menn	121
11490701 ostrem	30-49 ar	Personer	2024	Kvinner	101
11490701 ostrem	50-59 ar	Personer	2024	Menn	56
11490701 ostrem	50-59 ar	Personer	2024	Kvinner	39
11490701 ostrem	60-66 ar	Personer	2024	Menn	22
11490701 ostrem	60-66 ar	Personer	2024	Kvinner	25
11490701 ostrem	67-69 ar	Personer	2024	Menn	11
11490701 ostrem	67-69 ar	Personer	2024	Kvinner	12
11490701 ostrem	70-79 ar	Personer	2024	Menn	32
11490701 ostrem	70-79 ar	Personer	2024	Kvinner	37
11490701 ostrem	80 ar eller eldre	Personer	2024	Menn	17
11490701 ostrem	80 ar eller eldre	Personer	2024	Kvinner	22
11490702 Bygnes	20-24 ar	Personer	2024	Menn	3
11490702 Bygnes	20-24 ar	Personer	2024	Kvinner	3
11490702 Bygnes	25-29 ar	Personer	2024	Menn	3
11490702 Bygnes	25-29 ar	Personer	2024	Kvinner	5
11490702 Bygnes	30-49 ar	Personer	2024	Menn	21
11490702 Bygnes	30-49 ar	Personer	2024	Kvinner	16
11490702 Bygnes	50-59 ar	Personer	2024	Menn	7
11490702 Bygnes	50-59 ar	Personer	2024	Kvinner	6
11490702 Bygnes	60-66 ar	Personer	2024	Menn	4
11490702 Bygnes	60-66 ar	Personer	2024	Kvinner	4
11490702 Bygnes	67-69 ar	Personer	2024	Menn	0
11490702 Bygnes	67-69 ar	Personer	2024	Kvinner	5
11490702 Bygnes	70-79 ar	Personer	2024	Menn	12
11490702 Bygnes	70-79 ar	Personer	2024	Kvinner	13
11490702 Bygnes	80 ar eller eldre	Personer	2024	Menn	0
11490702 Bygnes	80 ar eller eldre	Personer	2024	Kvinner	0
11490703 Skar	20-24 ar	Personer	2024	Menn	25
11490703 Skar	20-24 ar	Personer	2024	Kvinner	17
11490703 Skar	25-29 ar	Personer	2024	Menn	24
11490703 Skar	25-29 ar	Personer	2024	Kvinner	22
11490703 Skar	30-49 ar	Personer	2024	Menn	87
11490703 Skar	30-49 ar	Personer	2024	Kvinner	88
11490703 Skar	50-59 ar	Personer	2024	Menn	33
11490703 Skar	50-59 ar	Personer	2024	Kvinner	40
11490703 Skar	60-66 ar	Personer	2024	Menn	17
11490703 Skar	60-66 ar	Personer	2024	Kvinner	19
11490703 Skar	67-69 ar	Personer	2024	Menn	9
11490703 Skar	67-69 ar	Personer	2024	Kvinner	6
11490703 Skar	70-79 ar	Personer	2024	Menn	44
11490703 Skar	70-79 ar	Personer	2024	Kvinner	46
11490703 Skar	80 ar eller eldre	Personer	2024	Menn	9
11490703 Skar	80 ar eller eldre	Personer	2024	Kvinner	14
11490704 Sund	20-24 ar	Personer	2024	Menn	3
11490704 Sund	20-24 ar	Personer	2024	Kvinner	6
11490704 Sund	25-29 ar	Personer	2024	Menn	3
11490704 Sund	25-29 ar	Personer	2024	Kvinner	3
11490704 Sund	30-49 ar	Personer	2024	Menn	27
11490704 Sund	30-49 ar	Personer	2024	Kvinner	24
11490704 Sund	50-59 ar	Personer	2024	Menn	19
11490704 Sund	50-59 ar	Personer	2024	Kvinner	11
11490704 Sund	60-66 ar	Personer	2024	Menn	12
11490704 Sund	60-66 ar	Personer	2024	Kvinner	9
11490704 Sund	67-69 ar	Personer	2024	Menn	0
11490704 Sund	67-69 ar	Personer	2024	Kvinner	3
11490704 Sund	70-79 ar	Personer	2024	Menn	16
11490704 Sund	70-79 ar	Personer	2024	Kvinner	16
11490704 Sund	80 ar eller eldre	Personer	2024	Menn	6
11490704 Sund	80 ar eller eldre	Personer	2024	Kvinner	5
11490705 Vora	20-24 ar	Personer	2024	Menn	10
11490705 Vora	20-24 ar	Personer	2024	Kvinner	3
11490705 Vora	25-29 ar	Personer	2024	Menn	6
11490705 Vora	25-29 ar	Personer	2024	Kvinner	7
11490705 Vora	30-49 ar	Personer	2024	Menn	38
11490705 Vora	30-49 ar	Personer	2024	Kvinner	35
11490705 Vora	50-59 ar	Personer	2024	Menn	26
11490705 Vora	50-59 ar	Personer	2024	Kvinner	21
11490705 Vora	60-66 ar	Personer	2024	Menn	14
11490705 Vora	60-66 ar	Personer	2024	Kvinner	10
11490705 Vora	67-69 ar	Personer	2024	Menn	6
11490705 Vora	67-69 ar	Personer	2024	Kvinner	3
11490705 Vora	70-79 ar	Personer	2024	Menn	12
11490705 Vora	70-79 ar	Personer	2024	Kvinner	20
11490705 Vora	80 ar eller eldre	Personer	2024	Menn	15
11490705 Vora	80 ar eller eldre	Personer	2024	Kvinner	16
11490706 Kolsto	20-24 ar	Personer	2024	Menn	27
11490706 Kolsto	20-24 ar	Personer	2024	Kvinner	21
11490706 Kolsto	25-29 ar	Personer	2024	Menn	20
11490706 Kolsto	25-29 ar	Personer	2024	Kvinner	17
11490706 Kolsto	30-49 ar	Personer	2024	Menn	128
11490706 Kolsto	30-49 ar	Personer	2024	Kvinner	113
11490706 Kolsto	50-59 ar	Personer	2024	Menn	47
11490706 Kolsto	50-59 ar	Personer	2024	Kvinner	32
11490706 Kolsto	60-66 ar	Personer	2024	Menn	38
11490706 Kolsto	60-66 ar	Personer	2024	Kvinner	26
11490706 Kolsto	67-69 ar	Personer	2024	Menn	13
11490706 Kolsto	67-69 ar	Personer	2024	Kvinner	26
11490706 Kolsto	70-79 ar	Personer	2024	Menn	36
11490706 Kolsto	70-79 ar	Personer	2024	Kvinner	37
11490706 Kolsto	80 ar eller eldre	Personer	2024	Menn	9
11490706 Kolsto	80 ar eller eldre	Personer	2024	Kvinner	15
11490801 Kvalavag	20-24 ar	Personer	2024	Menn	6
11490801 Kvalavag	20-24 ar	Personer	2024	Kvinner	7
11490801 Kvalavag	25-29 ar	Personer	2024	Menn	8
11490801 Kvalavag	25-29 ar	Personer	2024	Kvinner	6
11490801 Kvalavag	30-49 ar	Personer	2024	Menn	47
11490801 Kvalavag	30-49 ar	Personer	2024	Kvinner	44
11490801 Kvalavag	50-59 ar	Personer	2024	Menn	21
11490801 Kvalavag	50-59 ar	Personer	2024	Kvinner	17
11490801 Kvalavag	60-66 ar	Personer	2024	Menn	16
11490801 Kvalavag	60-66 ar	Personer	2024	Kvinner	18
11490801 Kvalavag	67-69 ar	Personer	2024	Menn	9
11490801 Kvalavag	67-69 ar	Personer	2024	Kvinner	5
11490801 Kvalavag	70-79 ar	Personer	2024	Menn	14
11490801 Kvalavag	70-79 ar	Personer	2024	Kvinner	14
11490801 Kvalavag	80 ar eller eldre	Personer	2024	Menn	5
11490801 Kvalavag	80 ar eller eldre	Personer	2024	Kvinner	5
11490802 Visnes	20-24 ar	Personer	2024	Menn	20
11490802 Visnes	20-24 ar	Personer	2024	Kvinner	8
11490802 Visnes	25-29 ar	Personer	2024	Menn	24
11490802 Visnes	25-29 ar	Personer	2024	Kvinner	19
11490802 Visnes	30-49 ar	Personer	2024	Menn	84
11490802 Visnes	30-49 ar	Personer	2024	Kvinner	71
11490802 Visnes	50-59 ar	Personer	2024	Menn	47
11490802 Visnes	50-59 ar	Personer	2024	Kvinner	47
11490802 Visnes	60-66 ar	Personer	2024	Menn	25
11490802 Visnes	60-66 ar	Personer	2024	Kvinner	18
11490802 Visnes	67-69 ar	Personer	2024	Menn	7
11490802 Visnes	67-69 ar	Personer	2024	Kvinner	10
11490802 Visnes	70-79 ar	Personer	2024	Menn	21
11490802 Visnes	70-79 ar	Personer	2024	Kvinner	21
11490802 Visnes	80 ar eller eldre	Personer	2024	Menn	11
11490802 Visnes	80 ar eller eldre	Personer	2024	Kvinner	19
11490803 Skeie	20-24 ar	Personer	2024	Menn	20
11490803 Skeie	20-24 ar	Personer	2024	Kvinner	7
11490803 Skeie	25-29 ar	Personer	2024	Menn	11
11490803 Skeie	25-29 ar	Personer	2024	Kvinner	15
11490803 Skeie	30-49 ar	Personer	2024	Menn	48
11490803 Skeie	30-49 ar	Personer	2024	Kvinner	44
11490803 Skeie	50-59 ar	Personer	2024	Menn	36
11490803 Skeie	50-59 ar	Personer	2024	Kvinner	24
11490803 Skeie	60-66 ar	Personer	2024	Menn	7
11490803 Skeie	60-66 ar	Personer	2024	Kvinner	6
11490803 Skeie	67-69 ar	Personer	2024	Menn	5
11490803 Skeie	67-69 ar	Personer	2024	Kvinner	5
11490803 Skeie	70-79 ar	Personer	2024	Menn	15
11490803 Skeie	70-79 ar	Personer	2024	Kvinner	12
11490803 Skeie	80 ar eller eldre	Personer	2024	Menn	9
11490803 Skeie	80 ar eller eldre	Personer	2024	Kvinner	10
11490804 Velde	20-24 ar	Personer	2024	Menn	24
11490804 Velde	20-24 ar	Personer	2024	Kvinner	19
11490804 Velde	25-29 ar	Personer	2024	Menn	15
11490804 Velde	25-29 ar	Personer	2024	Kvinner	21
11490804 Velde	30-49 ar	Personer	2024	Menn	96
11490804 Velde	30-49 ar	Personer	2024	Kvinner	96
11490804 Velde	50-59 ar	Personer	2024	Menn	63
11490804 Velde	50-59 ar	Personer	2024	Kvinner	49
11490804 Velde	60-66 ar	Personer	2024	Menn	31
11490804 Velde	60-66 ar	Personer	2024	Kvinner	31
11490804 Velde	67-69 ar	Personer	2024	Menn	14
11490804 Velde	67-69 ar	Personer	2024	Kvinner	22
11490804 Velde	70-79 ar	Personer	2024	Menn	52
11490804 Velde	70-79 ar	Personer	2024	Kvinner	48
11490804 Velde	80 ar eller eldre	Personer	2024	Menn	10
11490804 Velde	80 ar eller eldre	Personer	2024	Kvinner	11
11490805 Fiska	20-24 ar	Personer	2024	Menn	3
11490805 Fiska	20-24 ar	Personer	2024	Kvinner	8
