0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.9798998,0.4131323,0.42094302,0.41508973,0.9839656,0.030554645,0.10238527,0.07220491,0.12306893,0.9886205,0.6284621,0.069088206,0.58411235,0.69359994,0.6889413,0.31626675,0.015592831,0.788285
0.92702216,0.47153702,0.39069518,0.36245456,0.9254924,0.10487474,0.19209605,0.14680171,0.21810082,0.9446424,0.5550532,0.13744104,0.5616441,0.6660734,0.5652273,0.32589033,0.05275387,0.6777451
0.9730594,0.4416765,0.4256944,0.35812995,0.98185086,0.0387519,0.15368319,0.095941104,0.18118481,0.9844169,0.6640573,0.116557434,0.5777648,0.59798753,0.7282887,0.29272804,0.02189602,0.76378334
0.61602855,0.5521735,0.39399424,0.50835174,0.66404647,0.37310857,0.43653938,0.43811822,0.40929025,0.6693459,0.4698297,0.369495,0.55626917,0.549989,0.50045884,0.48434088,0.33113757,0.4785347
0.51792073,0.51304644,0.48433384,0.50114155,0.54708004,0.4981034,0.47213218,0.5559974,0.51458555,0.53990626,0.5013351,0.43944925,0.5247015,0.49841428,0.5034611,0.51307446,0.50413996,0.51965624
0.8045215,0.45514986,0.37952417,0.1937815,0.77275544,0.2913877,0.3746711,0.2660693,0.45323417,0.83612657,0.5147538,0.23368546,0.4854522,0.6037967,0.4729635,0.26802844,0.095685005,0.6433333
0.51442176,0.5243694,0.33940765,0.6456884,0.67828894,0.5269933,0.39854705,0.71093756,0.63068426,0.6087896,0.43024254,0.32443094,0.5525803,0.54057044,0.61449546,0.5359703,0.6793807,0.47392786
0.9996979,0.26125348,0.31336513,0.2008958,0.9996895,0.0010507177,0.009879342,0.0037091363,0.021804953,0.99988884,0.7167046,0.0034519287,0.6164221,0.88880855,0.7961416,0.108522706,0.0001397008,0.9467298
0.9832465,0.43725973,0.38552707,0.36546797,0.9887492,0.024803044,0.11379792,0.06530527,0.13323809,0.9910719,0.65741354,0.078134716,0.5883252,0.6569121,0.7305311,0.27206686,0.012485767,0.77916694
0.8106838,0.43009537,0.40317175,0.19895583,0.7424286,0.30497345,0.3297178,0.25672647,0.42561704,0.83089054,0.4959969,0.19727017,0.48456666,0.64643806,0.43388844,0.27941144,0.094717905,0.66723686
0.5213405,0.47168022,0.50791657,0.4071899,0.49171808,0.50826216,0.48825815,0.5000417,0.5061316,0.53730434,0.5082883,0.4181173,0.49282518,0.5248884,0.44848853,0.47189775,0.4055756,0.5676028
0.8826336,0.45408937,0.5318711,0.42120904,0.9065288,0.14626352,0.28559414,0.25829852,0.32011,0.9109022,0.62808233,0.26431587,0.55179787,0.5014076,0.65815,0.41243157,0.11827878,0.69673264
0.9379473,0.33587933,0.4984141,0.8905471,0.9716766,0.034066908,0.07927705,0.10947847,0.05319307,0.97997403,0.53513324,0.04081046,0.53497154,0.80419457,0.6213706,0.70987767,0.040654216,0.79052126
0.6918081,0.51648754,0.4525767,0.3879721,0.6797615,0.3546415,0.4027025,0.38003427,0.41721627,0.70596266,0.51756775,0.3548702,0.532027,0.54177773,0.49141708,0.41921297,0.26427826,0.5557208
0.96955323,0.4602914,0.3710773,0.36642742,0.97606725,0.043838605,0.1408558,0.088456415,0.15883516,0.98146385,0.61168563,0.09703612,0.579932,0.66716295,0.6648585,0.2892401,0.021813517,0.7315504
0.500744,0.4743031,0.5466393,0.5402749,0.5856338,0.45795295,0.52462465,0.55095464,0.49126527,0.5845424,0.52714616,0.46238488,0.48846573,0.4583653,0.52797383,0.5703941,0.43687832,0.57306045
0.5781267,0.45604894,0.36701158,0.41559193,0.5711283,0.41021478,0.38025513,0.34675142,0.4017623,0.6552141,0.42623255,0.21619225,0.47668734,0.6840475,0.37155855,0.4401343,0.19937567,0.55212146
0.8960452,0.49133542,0.4717166,0.4548004,0.9301946,0.11522779,0.27927494,0.22731897,0.28080672,0.92808986,0.62414986,0.25551823,0.56598103,0.5105149,0.6759209,0.40492216,0.10052774,0.6620886
0.4911063,0.3410616,0.6429583,0.6617158,0.7416059,0.38722986,0.6285033,0.6534463,0.5455927,0.7598809,0.53317547,0.42841098,0.44247466,0.37709486,0.6668476,0.70680916,0.31340954,0.7123691
0.90872353,0.50870234,0.41401902,0.5417729,0.9475241,0.08526256,0.24120216,0.1868312,0.2105435,0.9454566,0.6016172,0.20375162,0.5742177,0.56749994,0.6720033,0.42904565,0.07971466,0.6403755
0.9890289,0.46693477,0.3746177,0.50081265,0.9963993,0.010827346,0.11568936,0.055134468,0.103971936,0.99596876,0.72497946,0.08832532,0.6093347,0.5755444,0.84066826,0.31040844,0.009202859,0.77993935
0.9854638,0.41713664,0.41421923,0.34821424,0.9902783,0.022767534,0.110297345,0.06373569,0.13778418,0.9923254,0.67825234,0.07696609,0.585405,0.6409075,0.7501433,0.26654166,0.01125528,0.8030696
0.99770665,0.31740913,0.37728795,0.42181987,0.9977983,0.00486161,0.022684837,0.014732608,0.033683162,0.99900943,0.63676107,0.010498143,0.6112353,0.8561703,0.7165823,0.24911171,0.0014389396,0.89548326
0.8119335,0.3174964,0.6459738,0.68178374,0.8981774,0.14366516,0.26772487,0.30962667,0.27606794,0.90687996,0.6433755,0.19170143,0.46637797,0.5463348,0.6693223,0.61777604,0.14405379,0.79380524
0.58107924,0.31117964,0.6720085,0.61352146,0.7347949,0.3351865,0.48791173,0.5245195,0.46264863,0.75817674,0.62664515,0.35750514,0.3996366,0.4538674,0.6236957,0.62745816,0.32195777,0.77243865
0.964341,0.47052658,0.31900033,0.26595715,0.962548,0.06068299,0.14767073,0.085073136,0.18204041,0.97474724,0.5689917,0.09050039,0.5675824,0.7107668,0.5842212,0.23201685,0.020843893,0.70624495
0.54453766,0.49672976,0.5280724,0.52864563,0.5844526,0.44419387,0.4822232,0.51518655,0.44540885,0.59655905,0.5126101,0.43925038,0.50193363,0.49250677,0.49857485,0.54914844,0.42885828,0.55931824
0.92584294,0.4663247,0.38821974,0.2732546,0.91696477,0.120413594,0.21366027,0.15070504,0.2662976,0.9395052,0.5672199,0.15124272,0.5502723,0.64628685,0.56027913,0.27616462,0.05040133,0.68503714
0.5004598,0.47355527,0.5470566,0.5411873,0.58664936,0.45748958,0.5252159,0.5514422,0.49145418,0.58555686,0.5272503,0.4621224,0.48793313,0.45798945,0.52869964,0.57125854,0.43620837,0.5738801
0.77907205,0.41440988,0.55435675,0.46811804,0.7369115,0.2773327,0.28917614,0.33199462,0.32926974,0.7998621,0.53983825,0.24011733,0.5384274,0.60330796,0.5095385,0.47903967,0.20693558,0.68053854
0.49577567,0.46931964,0.44268337,0.6415123,0.6829311,0.47674277,0.4777223,0.66738635,0.58159095,0.64319396,0.47556314,0.36913848,0.5015227,0.48879611,0.6104258,0.58972347,0.5508784,0.55366683
0.9761213,0.38516814,0.50215405,0.66626656,0.9819481,0.028872091,0.07623715,0.08318465,0.07765181,0.9876422,0.59580785,0.055103626,0.5984358,0.7360123,0.6748806,0.49137628,0.02358894,0.8009371
0.8098943,0.22267516,0.7442838,0.41185987,0.73705196,0.28409702,0.32158512,0.39996737,0.4079775,0.85794973,0.6446302,0.22292186,0.47130764,0.5635137,0.5908174,0.49219763,0.18928026,0.8685419
0.53130835,0.4323377,0.57716787,0.5531076,0.623427,0.4367522,0.5263828,0.55301815,0.4572668,0.6531792,0.5344287,0.43304318,0.43337098,0.47315744,0.52531934,0.584054,0.41263416,0.64881486
0.6235999,0.5796018,0.16602495,0.608687,0.86702526,0.38329992,0.4635773,0.69357026,0.670303,0.80359834,0.42085114,0.2970807,0.56933737,0.53229207,0.7318597,0.41054803,0.54930675,0.41444826
0.99804467,0.41921645,0.27411044,0.56361914,0.9990825,0.0024828636,0.02661793,0.012416486,0.024376525,0.9993825,0.65894014,0.013676421,0.64922106,0.8255069,0.79871684,0.26818213,0.0012715681,0.8435346
0.7776796,0.21886119,0.6419657,0.18928804,0.5372317,0.42816082,0.33607176,0.35627127,0.48539037,0.7895081,0.56132454,0.17442657,0.43524736,0.6821308,0.4108836,0.32093927,0.14684547,0.8549074
0.73059726,0.343134,0.61171156,0.39242744,0.6341831,0.35733804,0.34067452,0.3909241,0.42248556,0.74485123,0.5676048,0.26569143,0.52282304,0.58614045,0.5055011,0.4541164,0.24211267,0.7330551
0.5895865,0.46786976,0.5500738,0.54099464,0.6244428,0.4018165,0.44426396,0.48475525,0.41799816,0.6456315,0.5326776,0.399784,0.4989698,0.5077421,0.5127217,0.5509863,0.39210418,0.60050666
0.55890363,0.4412736,0.5211205,0.35059127,0.4746772,0.52113533,0.4813456,0.49453193,0.5120846,0.5667405,0.49795416,0.39020124,0.4898202,0.54709214,0.42989722,0.44152424,0.36874026,0.60859466
0.6534702,0.41044667,0.42151102,0.21655093,0.5625034,0.46899357,0.4294381,0.37099952,0.51432157,0.69932425,0.44486746,0.24000876,0.44336137,0.6381777,0.37281042,0.3345385,0.1581599,0.64597225
0.6228215,0.38073564,0.57902044,0.34412232,0.51984,0.4837109,0.4551706,0.48103634,0.48714203,0.646956,0.52780336,0.351985,0.46193376,0.55807483,0.44658345,0.44174656,0.33150774,0.6984087
0.68368345,0.59431016,0.26050588,0.61312103,0.81117785,0.2963203,0.4061092,0.48529142,0.42268068,0.78708905,0.42751995,0.30842885,0.6180538,0.5706675,0.6130901,0.4760851,0.3477503,0.41410062
0.78448576,0.37921542,0.66409546,0.48694286,0.82063884,0.2456632,0.3447396,0.39214137,0.4087793,0.8317308,0.64085317,0.32464176,0.50576675,0.45355597,0.64321965,0.52131015,0.2266008,0.74462855
0.9947652,0.20839211,0.59425175,0.46959156,0.9898847,0.014735647,0.021833269,0.029899068,0.045766767,0.9969355,0.59587896,0.010138333,0.5731526,0.87698245,0.59887224,0.36730778,0.0040105446,0.9315997
0.9748393,0.36099747,0.48298347,0.54861766,0.9707808,0.04023101,0.06938356,0.07684615,0.08658737,0.9843247,0.5526057,0.04314611,0.58049697,0.7892912,0.58226514,0.42479473,0.020649336,0.8105644
0.95125365,0.36516657,0.47406814,0.40757877,0.91826296,0.093583375,0.09812269,0.10939234,0.14199492,0.96006715,0.50722504,0.058402732,0.55284315,0.79038304,0.47267628,0.37365755,0.034996595,0.78135306
0.6911076,0.57731247,0.39921722,0.6543798,0.730025,0.28056398,0.3377191,0.37395817,0.27280033,0.7445635,0.41598016,0.29115218,0.6282356,0.603858,0.4964694,0.5815025,0.26454273,0.44473982
0.75494856,0.30727512,0.7078679,0.527462,0.7423187,0.28836992,0.3541317,0.4396893,0.3949021,0.81074786,0.6291969,0.30119976,0.5064019,0.50613755,0.6132687,0.5572629,0.2715701,0.79221296
0.9965513,0.3557447,0.35146746,0.4515691,0.9970412,0.0062854537,0.029837558,0.018740749,0.03853113,0.998499,0.62294614,0.0146016525,0.613939,0.84034204,0.7091413,0.26517043,0.0021850201,0.86612725
