0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.9806806,0.13482323,0.15277363,0.01814382,0.88001853,0.26236713,0.4842554,0.88195187,0.48873562,0.6289592,0.82127875,0.17874101,0.7530656,0.082374305,0.9397352,0.97098845,0.13616551,0.9855751
0.9350963,0.2796388,0.15987186,0.15995345,0.7757876,0.1445117,0.41119832,0.7837666,0.35263142,0.8444226,0.900906,0.39939618,0.829415,0.047265075,0.93292475,0.9697636,0.047634944,0.9895237
0.8017502,0.8132915,0.58701277,0.04680835,0.97248095,0.6167381,0.7674887,0.96544707,0.66835266,0.017483436,0.96852285,0.57552516,0.116457134,0.91842234,0.98309535,0.9882852,0.14105295,0.861684
0.94101,0.9226542,0.49547568,0.13052844,0.9598828,0.68040407,0.8948571,0.9137442,0.76870424,0.16442889,0.96395385,0.16949432,0.58426666,0.70705926,0.4476871,0.98232305,0.33430406,0.4438269
0.85201174,0.69852227,0.4893897,0.08713617,0.90602785,0.6240549,0.7273384,0.9298192,0.6122254,0.07159757,0.87054616,0.36210778,0.35618743,0.68658566,0.90007263,0.9522728,0.20373467,0.82402515
0.94581026,0.16355647,0.29308918,0.03469252,0.8404,0.5117245,0.61664736,0.82624847,0.5682299,0.4467147,0.5750975,0.16836119,0.47507864,0.29057163,0.8303654,0.8683325,0.4166828,0.86210585
0.99015194,0.99545956,0.50980717,0.24870023,0.9918982,0.79307234,0.98296684,0.85296845,0.90660495,0.49051246,0.99488777,0.044447735,0.880993,0.76106006,0.017165966,0.997157,0.5709836,0.04101452
0.90078574,0.78821325,0.45866415,0.1125468,0.95381457,0.71188,0.8638519,0.95674694,0.75097203,0.10586085,0.9265887,0.36921105,0.44285393,0.65502506,0.73237497,0.96833843,0.27447864,0.6858445
0.9969373,0.97547287,0.38894773,0.009175846,0.99659824,0.83484113,0.97955984,0.9951248,0.88403255,0.01793967,0.9949926,0.03825614,0.66933787,0.727505,0.70215434,0.9994624,0.12217753,0.73906636
0.8537685,0.35863903,0.3442511,0.1233753,0.75395423,0.35181105,0.4312312,0.66175157,0.52881455,0.57343954,0.7438523,0.34430408,0.6641896,0.3185069,0.715072,0.84702504,0.39025506,0.83667463
0.88781625,0.93650126,0.4477778,0.4635816,0.9448646,0.7955466,0.9406663,0.7823885,0.66703063,0.63224775,0.8259074,0.71489763,0.8553197,0.6163208,0.14465156,0.96619135,0.3625288,0.08894482
0.89716554,0.9729573,0.58172506,0.27280867,0.9908399,0.73508555,0.9586828,0.9330939,0.8980737,0.21464926,0.9938125,0.41777846,0.39789382,0.8954901,0.25967675,0.9920483,0.516169,0.13612966
0.9542462,0.969893,0.38919005,0.444225,0.9494144,0.45149547,0.8967254,0.7776306,0.75409484,0.7225556,0.9893129,0.15643744,0.88923097,0.37412074,0.113401145,0.9899424,0.2581945,0.38483644
0.8660891,0.9769784,0.65027434,0.19018152,0.9874507,0.63550353,0.92063624,0.8890043,0.83568513,0.118764475,0.9944502,0.3642681,0.27486014,0.9457841,0.5657186,0.99388206,0.4061183,0.20668188
0.82445526,0.4108184,0.42004967,0.16806622,0.832947,0.5028509,0.72887427,0.65168357,0.6422977,0.6621567,0.7480078,0.31597802,0.45332864,0.52762204,0.44839802,0.822031,0.6307404,0.34156734
0.80671597,0.5710471,0.40636316,0.3241396,0.6844593,0.5310746,0.5316673,0.6246952,0.41042542,0.50137526,0.51753193,0.45028713,0.6939408,0.336266,0.7008108,0.8054085,0.23540168,0.7927445
0.9990703,0.7349868,0.09375392,0.007711033,0.98867553,0.28548944,0.8688854,0.97493166,0.7308593,0.6310954,0.9940735,0.037302475,0.9587365,0.04686066,0.7761853,0.9994876,0.049716607,0.9862526
0.92790145,0.98909193,0.6435781,0.16490792,0.9942167,0.68788505,0.9590909,0.9228775,0.88806665,0.11655235,0.9976571,0.27441823,0.3316442,0.95285124,0.40122533,0.9974589,0.4290141,0.13606
0.8432712,0.7808403,0.37181592,0.78811294,0.97629297,0.9429019,0.9518581,0.88313824,0.82901686,0.77924883,0.4657844,0.9573984,0.7660882,0.4336351,0.10245314,0.834123,0.59012556,0.17698054
0.9127953,0.88872004,0.5143269,0.09546031,0.956753,0.6361616,0.8337116,0.91423696,0.74395466,0.10984925,0.960592,0.25458086,0.48387465,0.772205,0.6673096,0.97981036,0.32383546,0.5696102
0.9582476,0.79198366,0.41432863,0.021102855,0.97360915,0.65456706,0.83220464,0.9861449,0.66522866,0.019597147,0.9625168,0.27540538,0.364648,0.6823843,0.97469515,0.99424016,0.06981313,0.9515846
0.9520016,0.7130244,0.32066855,0.056243017,0.89994764,0.43217582,0.61289597,0.9107219,0.6222088,0.21500851,0.9300611,0.22957619,0.813989,0.32183862,0.7675308,0.97598577,0.17522226,0.920935
0.98900896,0.5942016,0.14656682,0.12641938,0.9610851,0.7678472,0.9471254,0.99178404,0.82929385,0.48582482,0.899134,0.23760523,0.9353693,0.038590804,0.271599,0.9785979,0.14473385,0.9106402
