0,1,2,3,4,5,6,7,8
0.5855375,0.84333545,0.18361527,0.98956484,0.761737,0.04686899,0.17139132,0.5383596,0.37035462
0.60312295,0.9811769,0.29498956,0.9780435,0.9187011,0.21785863,0.31280348,0.9287953,0.37450564
0.9959777,0.94378924,0.7905443,0.999808,0.13790609,0.08115851,0.007470982,0.61537415,0.8775929
0.65654844,0.92727214,0.66883093,0.921468,0.27360487,0.29593736,0.30259913,0.7789391,0.56581247
0.77603436,0.8918339,0.6214767,0.83473235,0.6061628,0.59103936,0.35351565,0.8198986,0.60643643
0.6646142,0.69014174,0.27146217,0.97731125,0.5687904,0.07695452,0.17200509,0.39405498,0.46244016
0.22880144,0.42420208,0.5013791,0.6017264,0.09751364,0.14872919,0.49953717,0.24069291,0.43186572
0.74158835,0.9725896,0.49259588,0.9920281,0.51696974,0.10648393,0.15622997,0.83948165,0.5043898
0.9853448,0.27229714,0.61846197,0.9990033,0.035674058,0.02658742,0.01024044,0.057370458,0.8390435
0.49793062,0.5541056,0.4512917,0.55629694,0.530737,0.46732685,0.5036065,0.5029703,0.49749982
0.22974549,0.31108195,0.5632639,0.81660724,0.01676998,0.04247683,0.33031747,0.098038204,0.46419838
0.94910544,0.67333883,0.929934,0.39095312,0.124678746,0.9379689,0.33542925,0.7189234,0.86522
0.023062112,0.9699203,0.03722622,0.9949373,0.83815217,0.0020771408,0.4214851,0.6598935,0.06634771
0.99761474,0.7412633,0.93135107,0.9975266,0.027124798,0.34969512,0.011883761,0.39646512,0.94177175
0.57393926,0.743974,0.21934366,0.9767151,0.67753434,0.06856477,0.20447898,0.4505773,0.40135938
0.2719072,0.33129537,0.5104816,0.836771,0.03263155,0.050138585,0.3194213,0.116973974,0.46095765
0.6943275,0.87842286,0.5467337,0.8415852,0.6248747,0.48736513,0.3743848,0.78736085,0.55030304
0.9740125,0.98378265,0.72110295,0.99740994,0.54854494,0.29380578,0.05570413,0.9113545,0.754315
0.43516722,0.5535979,0.72350115,0.6410504,0.046578787,0.2606205,0.41519275,0.33550122,0.57769024
0.53441507,0.9063916,0.14401414,0.9933125,0.8494169,0.03609819,0.17455865,0.6379732,0.31832176
0.1944774,0.9776729,0.04004776,0.99645805,0.98110074,0.014136561,0.2880828,0.84526485,0.12933616
0.7881616,0.9546038,0.48236516,0.9682853,0.7546962,0.3239193,0.23787327,0.8678744,0.53718716
0.27785775,0.98567593,0.26885337,0.99234414,0.64821607,0.031047001,0.28025925,0.86646026,0.26240775
0.33251837,0.33095816,0.4420894,0.89763707,0.052048773,0.04194176,0.2640248,0.114187054,0.45899847
0.5207716,0.5159149,0.48295525,0.51468235,0.4851096,0.5024612,0.5038827,0.4804845,0.52014357
0.885498,0.9916333,0.3036124,0.9993059,0.87870955,0.05607105,0.06653334,0.9205368,0.4786743
0.6967247,0.3435092,0.38413092,0.9562124,0.1956944,0.074624,0.15144269,0.15306237,0.5569011
0.76116025,0.57606274,0.35301915,0.97506315,0.3986621,0.091703966,0.1397658,0.30209327,0.54636455
0.26986167,0.44471565,0.485957,0.58947974,0.14957322,0.1926958,0.50291055,0.28247628,0.4418545
0.43766716,0.66218,0.36079058,0.6856084,0.65652704,0.35935938,0.49425486,0.56567705,0.43298903
0.41309798,0.48743707,0.48302618,0.5458815,0.32585946,0.3606764,0.5033875,0.39635012,0.48808402
0.76998216,0.94857246,0.48628545,0.95796925,0.7499848,0.35156593,0.2623597,0.8623846,0.53395206
0.635983,0.46934175,0.60809773,0.8313148,0.11059108,0.21372658,0.27144974,0.27656415,0.6031674
0.15994003,0.65194124,0.31071195,0.8190143,0.27001503,0.07131281,0.48379916,0.3581926,0.31005785
0.5256607,0.51188207,0.47790536,0.53606856,0.4808439,0.48527154,0.49232575,0.47060516,0.5201899
0.8486871,0.9979833,0.3063207,0.9990628,0.9561442,0.10532573,0.11096414,0.9799068,0.41930014
0.9322271,0.3384593,0.96848166,0.17018557,0.011793247,0.93431604,0.3617582,0.40664527,0.90073156
0.96238166,0.37311703,0.9648608,0.1723919,0.032546025,0.96512073,0.34494707,0.5135491,0.9128615
